,faceBottom_1_steps,faceBottom_1_steps_0,faceBottom_1_steps_1,faceBottom_1_steps_2,faceBottom_6_steps,faceBottom_6_steps_0,faceBottom_6_steps_1,faceBottom_6_steps_2,faceLeft_1_steps,faceLeft_1_steps_0,faceLeft_1_steps_1,faceLeft_1_steps_2,faceLeft_6_steps,faceLeft_6_steps_0,faceLeft_6_steps_1,faceLeft_6_steps_2,faceRight_1_steps,faceRight_1_steps_0,faceRight_1_steps_1,faceRight_1_steps_2,faceRight_6_steps,faceRight_6_steps_0,faceRight_6_steps_1,faceRight_6_steps_2,faceTop_1_steps,faceTop_1_steps_0,faceTop_1_steps_1,faceTop_1_steps_2,faceTop_6_steps,faceTop_6_steps_0,faceTop_6_steps_1,faceTop_6_steps_2,frameIndex,isFrontFace_1_steps,isFrontFace_1_steps_0,isFrontFace_1_steps_1,isFrontFace_1_steps_2,isFrontFace_6_steps,isFrontFace_6_steps_0,isFrontFace_6_steps_1,isFrontFace_6_steps_2,noseX_1_steps,noseX_1_steps_0,noseX_1_steps_1,noseX_1_steps_2,noseX_6_steps,noseX_6_steps_0,noseX_6_steps_1,noseX_6_steps_2,noseY_1_steps,noseY_1_steps_0,noseY_1_steps_1,noseY_1_steps_2,noseY_6_steps,noseY_6_steps_0,noseY_6_steps_1,noseY_6_steps_2,time
10,-5.0,-5.0,-4.0,6.0,-17.0,-17.0,-14.0,-9.0,3.0,3.0,2.0,-7.0,5.0,5.0,1.0,-2.0,1.0,1.0,-5.0,5.0,3.0,3.0,1.0,1.0,-3.0,-3.0,3.0,-6.0,-15.0,-15.0,-14.0,-12.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3090972900390625,0.3090972900390625,0.1597442626953125,0.3490142822265625,1.32366943359375,1.32366943359375,1.47900390625,1.70819091796875,-1.4246826171875,-1.4246826171875,-1.4734039306640625,-1.5802154541015625,-16.841354370117188,-16.841354370117188,-14.836715698242188,-10.317230224609375,1453773923.196179
11,-4.0,-4.0,6.0,-4.0,-14.0,-14.0,-9.0,-6.0,2.0,2.0,-7.0,3.0,1.0,1.0,-2.0,-3.0,-5.0,-5.0,5.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,-6.0,-2.0,-14.0,-14.0,-12.0,-14.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1597442626953125,0.1597442626953125,0.3490142822265625,0.19598388671875,1.47900390625,1.47900390625,1.70819091796875,1.8624267578125,-1.4734039306640625,-1.4734039306640625,-1.5802154541015625,-0.4107208251953125,-14.836715698242188,-14.836715698242188,-10.317230224609375,-8.478317260742188,1453773923.2634132
12,6.0,6.0,-4.0,2.0,-9.0,-9.0,-6.0,-7.0,-7.0,-7.0,3.0,0.0,-2.0,-2.0,-3.0,1.0,5.0,5.0,1.0,-1.0,1.0,1.0,5.0,1.0,-6.0,-6.0,-2.0,3.0,-12.0,-12.0,-14.0,-7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3490142822265625,0.3490142822265625,0.19598388671875,-0.055572509765625,1.70819091796875,1.70819091796875,1.8624267578125,1.4544525146484375,-1.5802154541015625,-1.5802154541015625,-0.4107208251953125,0.0786895751953125,-10.317230224609375,-10.317230224609375,-8.478317260742188,-6.8655242919921875,1453773923.345985
13,-4.0,-4.0,2.0,4.0,-6.0,-6.0,-7.0,-1.0,3.0,3.0,0.0,-7.0,-3.0,-3.0,1.0,-6.0,1.0,1.0,-1.0,6.0,5.0,5.0,1.0,7.0,-2.0,-2.0,3.0,-9.0,-14.0,-14.0,-7.0,-14.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19598388671875,0.19598388671875,-0.055572509765625,-0.2238006591796875,1.8624267578125,1.8624267578125,1.4544525146484375,0.734466552734375,-0.4107208251953125,-0.4107208251953125,0.0786895751953125,1.906402587890625,-8.478317260742188,-8.478317260742188,-6.8655242919921875,-2.9039306640625,1453773923.437639
14,2.0,2.0,4.0,1.0,-7.0,-7.0,-1.0,5.0,0.0,0.0,-7.0,-2.0,1.0,1.0,-6.0,-11.0,-1.0,-1.0,6.0,0.0,1.0,1.0,7.0,6.0,3.0,3.0,-9.0,-1.0,-7.0,-7.0,-14.0,-12.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.055572509765625,-0.055572509765625,-0.2238006591796875,-0.242218017578125,1.4544525146484375,1.4544525146484375,0.734466552734375,0.1831512451171875,0.0786895751953125,0.0786895751953125,1.906402587890625,2.29705810546875,-6.8655242919921875,-6.8655242919921875,-2.9039306640625,0.81781005859375,1453773923.512295
15,4.0,4.0,1.0,-15.0,-1.0,-1.0,5.0,-6.0,-7.0,-7.0,-2.0,4.0,-6.0,-6.0,-11.0,-9.0,6.0,6.0,0.0,-8.0,7.0,7.0,6.0,3.0,-9.0,-9.0,-1.0,-3.0,-14.0,-14.0,-12.0,-18.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2238006591796875,-0.2238006591796875,-0.242218017578125,-0.6307830810546875,0.734466552734375,0.734466552734375,0.1831512451171875,-0.6073760986328125,1.906402587890625,1.906402587890625,2.29705810546875,2.070526123046875,-2.9039306640625,-2.9039306640625,0.81781005859375,4.3617401123046875,1453773923.5961552
16,1.0,1.0,-15.0,9.0,5.0,5.0,-6.0,-3.0,-2.0,-2.0,4.0,-7.0,-11.0,-11.0,-9.0,-9.0,0.0,0.0,-8.0,5.0,6.0,6.0,3.0,3.0,-1.0,-1.0,-3.0,-3.0,-12.0,-12.0,-18.0,-15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.242218017578125,-0.242218017578125,-0.6307830810546875,-0.471435546875,0.1831512451171875,0.1831512451171875,-0.6073760986328125,-1.427825927734375,2.29705810546875,2.29705810546875,2.070526123046875,0.7532806396484375,0.81781005859375,0.81781005859375,4.3617401123046875,6.6952362060546875,1453773923.661928
17,-15.0,-15.0,9.0,-5.0,-6.0,-6.0,-3.0,-4.0,4.0,4.0,-7.0,4.0,-9.0,-9.0,-9.0,-8.0,-8.0,-8.0,5.0,-2.0,3.0,3.0,3.0,0.0,-3.0,-3.0,-3.0,1.0,-18.0,-18.0,-15.0,-12.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6307830810546875,-0.6307830810546875,-0.471435546875,-0.2769317626953125,-0.6073760986328125,-0.6073760986328125,-1.427825927734375,-1.9007415771484375,2.070526123046875,2.070526123046875,0.7532806396484375,0.336883544921875,4.3617401123046875,4.3617401123046875,6.6952362060546875,7.442840576171875,1453773923.747187
18,9.0,9.0,-5.0,0.0,-3.0,-3.0,-4.0,-6.0,-7.0,-7.0,4.0,0.0,-9.0,-9.0,-8.0,-8.0,5.0,5.0,-2.0,0.0,3.0,3.0,0.0,1.0,-3.0,-3.0,1.0,0.0,-15.0,-15.0,-12.0,-15.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.471435546875,-0.471435546875,-0.2769317626953125,-0.2941131591796875,-1.427825927734375,-1.427825927734375,-1.9007415771484375,-2.1392822265625,0.7532806396484375,0.7532806396484375,0.336883544921875,-0.08319091796875,6.6952362060546875,6.6952362060546875,7.442840576171875,7.2809600830078125,1453773923.82752
19,-5.0,-5.0,0.0,-21.0,-4.0,-4.0,-6.0,-31.0,4.0,4.0,0.0,13.0,-8.0,-8.0,-8.0,12.0,-2.0,-2.0,0.0,-8.0,0.0,0.0,1.0,-13.0,1.0,1.0,0.0,0.0,-12.0,-12.0,-15.0,-6.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2769317626953125,-0.2769317626953125,-0.2941131591796875,-0.1414031982421875,-1.9007415771484375,-1.9007415771484375,-2.1392822265625,-2.056884765625,0.336883544921875,0.336883544921875,-0.08319091796875,-0.3153839111328125,7.442840576171875,7.442840576171875,7.2809600830078125,5.059173583984375,1453773923.896127
20,0.0,0.0,-21.0,22.0,-6.0,-6.0,-31.0,-10.0,0.0,0.0,13.0,-11.0,-8.0,-8.0,12.0,3.0,0.0,0.0,-8.0,6.0,1.0,1.0,-13.0,-7.0,0.0,0.0,0.0,5.0,-15.0,-15.0,-6.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2941131591796875,-0.2941131591796875,-0.1414031982421875,-0.0178375244140625,-2.1392822265625,-2.1392822265625,-2.056884765625,-1.8325042724609375,-0.08319091796875,-0.08319091796875,-0.3153839111328125,-0.1728668212890625,7.2809600830078125,7.2809600830078125,5.059173583984375,2.5892486572265625,1453773923.96437
21,-21.0,-21.0,22.0,0.0,-31.0,-31.0,-10.0,5.0,13.0,13.0,-11.0,0.0,12.0,12.0,3.0,-1.0,-8.0,-8.0,6.0,2.0,-13.0,-13.0,-7.0,3.0,0.0,0.0,5.0,-2.0,-6.0,-6.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1414031982421875,-0.1414031982421875,-0.0178375244140625,-0.12298583984375,-2.056884765625,-2.056884765625,-1.8325042724609375,-1.32470703125,-0.3153839111328125,-0.3153839111328125,-0.1728668212890625,-0.7660675048828125,5.059173583984375,5.059173583984375,2.5892486572265625,-0.247344970703125,1453773924.047265
22,22.0,22.0,0.0,5.0,-10.0,-10.0,5.0,1.0,-11.0,-11.0,0.0,-5.0,3.0,3.0,-1.0,1.0,6.0,6.0,2.0,0.0,-7.0,-7.0,3.0,-2.0,5.0,5.0,-2.0,0.0,0.0,0.0,1.0,4.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0178375244140625,-0.0178375244140625,-0.12298583984375,-0.099884033203125,-1.8325042724609375,-1.8325042724609375,-1.32470703125,-0.953155517578125,-0.1728668212890625,-0.1728668212890625,-0.7660675048828125,-1.321044921875,2.5892486572265625,2.5892486572265625,-0.247344970703125,-2.3216705322265625,1453773924.128884
23,0.0,0.0,5.0,-2.0,5.0,5.0,1.0,4.0,0.0,0.0,-5.0,1.0,-1.0,-1.0,1.0,-2.0,2.0,2.0,0.0,0.0,3.0,3.0,-2.0,0.0,-2.0,-2.0,0.0,-1.0,1.0,1.0,4.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12298583984375,-0.12298583984375,-0.099884033203125,-0.0805511474609375,-1.32470703125,-1.32470703125,-0.953155517578125,-0.75677490234375,-0.7660675048828125,-0.7660675048828125,-1.321044921875,-0.761810302734375,-0.247344970703125,-0.247344970703125,-2.3216705322265625,-3.4203643798828125,1453773924.197906
24,5.0,5.0,-2.0,1.0,1.0,1.0,4.0,5.0,-5.0,-5.0,1.0,1.0,1.0,1.0,-2.0,-1.0,0.0,0.0,0.0,2.0,-2.0,-2.0,0.0,2.0,0.0,0.0,-1.0,0.0,4.0,4.0,2.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.099884033203125,-0.099884033203125,-0.0805511474609375,-0.06951904296875,-0.953155517578125,-0.953155517578125,-0.75677490234375,-0.5321807861328125,-1.321044921875,-1.321044921875,-0.761810302734375,-0.001922607421875,-2.3216705322265625,-2.3216705322265625,-3.4203643798828125,-3.3390960693359375,1453773924.2630188
