ax,ay,az,gx,gy,gz,time_diff,timestamp,gz_raw,theta
-13236.0,-2178.0,7330.0,-35.0,16.0,-6.55853658537,2.40704488754,1457569357.3,-123.0,-7.89334597878
-13196.0,-2176.0,7332.0,-37.0,14.0,-9.72926829268,0.106585025787,1457569357.41,-175.0,-8.76136403026
-13140.0,-2564.0,7282.0,-42.0,16.0,-13.143902439,0.098354101181,1457569357.5,-231.0,-9.8861991045
-13150.0,-3340.0,7378.0,-54.0,28.0,-18.6317073171,0.103770971298,1457569357.61,-379.0,-11.5348920485
-12888.0,-3612.0,7406.0,-44.0,24.0,-18.6317073171,0.102037906647,1457569357.71,-321.0,-13.4360324604
-12766.0,-3908.0,7518.0,-53.0,8.0,-18.6317073171,0.102014064789,1457569357.81,-320.0,-15.3367286577
-12778.0,-4588.0,7522.0,-50.0,22.0,-25.156097561,0.106167078018,1457569357.92,-428.0,-17.6611403061
-12382.0,-5034.0,7398.0,-53.0,9.0,-27.3512195122,0.104520797729,1457569358.02,-464.0,-20.4051936397
-12140.0,-5468.0,7138.0,-58.0,5.0,-33.0829268293,0.101088047028,1457569358.12,-558.0,-23.4597785534
-11526.0,-7746.0,7400.0,-66.0,-4.0,-33.0829268293,0.101387023926,1457569358.22,-661.0,-26.8139580474
-11288.0,-8454.0,6952.0,-62.0,-12.0,-32.0463414634,0.109063148499,1457569358.33,-541.0,-30.3655595771
-10854.0,-8536.0,7232.0,-52.0,-3.0,-23.8146341463,0.103504896164,1457569358.44,-406.0,-33.2565018171
-10810.0,-9010.0,7274.0,-52.0,12.0,-18.6317073171,0.0981678962708,1457569358.54,-321.0,-35.33993584
-10414.0,-9020.0,7336.0,-44.0,17.0,-14.0585365854,0.104713201523,1457569358.64,-246.0,-37.0514858888
-10280.0,-9194.0,7172.0,-40.0,15.0,-14.0585365854,0.100356817245,1457569358.74,-228.0,-38.4623558757
-10068.0,-9408.0,6914.0,-41.0,11.0,-14.7902439024,0.102295160294,1457569358.84,-258.0,-39.9379011878
-9778.0,-10162.0,7128.0,-44.0,12.0,-14.7902439024,0.107184886932,1457569358.95,-267.0,-41.5231918082
-9528.0,-9676.0,7180.0,-41.0,10.0,-12.2292682927,0.102267026901,1457569359.05,-216.0,-42.9047943985
-9192.0,-10244.0,7190.0,-34.0,2.0,-11.1317073171,0.102114915848,1457569359.15,-198.0,-44.0975464277
-9028.0,-10688.0,7306.0,-33.0,7.0,-8.69268292683,0.102483987808,1457569359.26,-158.0,-45.1133877117
-8952.0,-10608.0,7148.0,-33.0,15.0,-5.33902439024,0.101756095886,1457569359.36,-103.0,-45.8272935893
-8976.0,-10594.0,7068.0,-40.0,22.0,-5.33902439024,0.102396011353,1457569359.46,-99.0,-46.3739883914
-8808.0,-10846.0,7074.0,-34.0,18.0,-5.09512195122,0.106703042984,1457569359.57,-129.0,-46.9306659742
-8698.0,-11064.0,7188.0,-31.0,17.0,-1.07073170732,0.102318048477,1457569359.67,-33.0,-47.246105031
-8756.0,-10792.0,7216.0,-28.0,20.0,-1.07073170732,0.102782011032,1457569359.77,-21.0,-47.3561569891
-8504.0,-10652.0,7248.0,-32.0,16.0,-8.69268292683,0.10206580162,1457569359.87,-162.0,-47.8544123597
-8400.0,-11290.0,7148.0,-38.0,22.0,-8.69268292683,0.102791070938,1457569359.98,-158.0,-48.7479425471
-8362.0,-11334.0,7068.0,-31.0,14.0,-2.41219512195,0.102771997452,1457569360.08,-55.0,-49.3185777964
-8298.0,-11238.0,7036.0,-28.0,14.0,-0.278048780488,0.106687068939,1457569360.19,-20.0,-49.4620849147
-8332.0,-11218.0,7042.0,-29.0,18.0,-0.278048780488,0.102078914642,1457569360.29,-20.0,-49.4904678324
-8192.0,-11028.0,7110.0,-29.0,15.0,-0.278048780488,0.101633071899,1457569360.39,-24.0,-49.5187267841
-8312.0,-11198.0,7088.0,-30.0,17.0,0.0268292682927,0.103193998337,1457569360.49,-15.0,-49.5316889571
-8322.0,-11240.0,7044.0,-31.0,17.0,0.0268292682927,0.105678081512,1457569360.6,-15.0,-49.5288536915
-8336.0,-11242.0,7070.0,-30.0,20.0,0.0268292682927,0.100650787354,1457569360.7,-17.0,-49.5261533045
-8264.0,-11246.0,7108.0,-31.0,19.0,0.148780487805,0.105141162872,1457569360.81,-13.0,-49.5169213975
-8204.0,-11728.0,7182.0,-29.0,22.0,1.61219512195,0.104930877686,1457569360.91,11.0,-49.4245310394
-8152.0,-11978.0,6778.0,-21.0,7.0,13.3804878049,0.0990271568298,1457569361.01,204.0,-48.6821896576
-8776.0,-11038.0,7328.0,9.0,26.0,34.7219512195,0.10391998291,1457569361.11,554.0,-46.182787337
-10342.0,-9554.0,6146.0,42.0,26.0,53.5634146341,0.100972890854,1457569361.21,863.0,-41.7255730318
-10514.0,-8046.0,7418.0,36.0,45.0,53.5634146341,0.102292060852,1457569361.32,901.0,-36.2464609626
-11028.0,-7448.0,7430.0,-27.0,5.0,12.4658536585,0.106163024902,1457569361.42,189.0,-32.7415275356
-11140.0,-7930.0,7154.0,-31.0,13.0,0.148780487805,0.102644920349,1457569361.53,-15.0,-32.094113477
-11174.0,-7942.0,7378.0,-30.0,15.0,0.148780487805,0.103707075119,1457569361.63,-13.0,-32.0786838877
-11234.0,-9296.0,7074.0,-17.0,24.0,17.8317073171,0.102423906326,1457569361.73,277.0,-31.1578679884
-11654.0,-7688.0,7114.0,21.0,33.0,52.8926829268,0.10188293457,1457569361.83,852.0,-27.5550637766
-12118.0,-5234.0,7978.0,44.0,31.0,56.2463414634,0.105413198471,1457569361.94,1092.0,-21.8027169571
-12074.0,-3722.0,7794.0,54.0,40.0,56.2463414634,0.108383893967,1457569362.05,907.0,-15.7065194479
-13004.0,-2154.0,7228.0,-25.0,9.0,13.5634146341,0.101030111313,1457569362.15,207.0,-12.1800757333
-13040.0,-2830.0,7388.0,-28.0,17.0,-0.278048780488,0.0985507965088,1457569362.25,-21.0,-11.5254340399
-13112.0,-2850.0,7394.0,-29.0,15.0,-0.278048780488,0.102715015411,1457569362.35,-20.0,-11.5539938246
-13104.0,-2854.0,7350.0,-28.0,12.0,0.0878048780488,0.101911067963,1457569362.45,-14.0,-11.5636878043
-13132.0,-4078.0,7366.0,-20.0,11.0,28.8073170732,0.106470108032,1457569362.56,457.0,-10.0254544264
-13504.0,-1878.0,7156.0,23.0,43.0,36.3682926829,0.102090835571,1457569362.66,710.0,-6.69853819696
