ax,ay,az,gx,gy,gz,time_diff,timestamp,gz_raw,theta
-13378.0,232.0,7214.0,-26.0,17.0,-0.0341463414634,2.40248298645,1457569118.59,-16.0,-0.0410180022077
-13428.0,94.0,7330.0,-31.0,17.0,-0.0341463414634,0.101562023163,1457569118.69,-20.0,-0.0444859737303
-13562.0,468.0,6948.0,-29.0,22.0,-0.156097560976,0.103363990784,1457569118.79,-9.0,-0.0543181582195
-13392.0,198.0,7336.0,-29.0,15.0,-0.0341463414634,0.110108852386,1457569118.9,-18.0,-0.064791927105
-13322.0,164.0,7404.0,-28.0,20.0,-0.0341463414634,0.0986671447754,1457569119.0,-16.0,-0.0681610491218
-13346.0,210.0,7284.0,-29.0,19.0,-0.0341463414634,0.102380990982,1457569119.1,-16.0,-0.0716569853992
-13400.0,208.0,7356.0,-30.0,18.0,-0.0341463414634,0.102391958237,1457569119.2,-17.0,-0.0751532961683
-13392.0,208.0,7322.0,-29.0,16.0,-0.0341463414634,0.102818012238,1457569119.31,-16.0,-0.0786641551227
-13386.0,232.0,7316.0,-29.0,17.0,-0.0341463414634,0.101320981979,1457569119.41,-16.0,-0.0821238959708
-13428.0,252.0,7320.0,-30.0,17.0,-0.0951219512195,0.106184959412,1457569119.51,-18.0,-0.0889870701767
-13402.0,210.0,7354.0,-30.0,15.0,-0.156097560976,0.103568077087,1457569119.62,-17.0,-0.101996231079
-13404.0,172.0,7294.0,-29.0,13.0,-0.156097560976,0.102743864059,1457569119.72,-19.0,-0.118034297664
-13452.0,208.0,7286.0,-31.0,17.0,-0.156097560976,0.101696014404,1457569119.82,-18.0,-0.133908797473
-13404.0,194.0,7418.0,-29.0,18.0,-0.156097560976,0.103399038315,1457569119.93,-18.0,-0.150049135162
-13312.0,254.0,7354.0,-31.0,15.0,-0.156097560976,0.101099967957,1457569120.03,-16.0,-0.165830593574
-13408.0,74.0,7268.0,-34.0,18.0,-0.0951219512195,0.102324962616,1457569120.13,-23.0,-0.178683607171
-13402.0,182.0,7282.0,-29.0,18.0,-0.0951219512195,0.106078147888,1457569120.23,-17.0,-0.18877396758
-13376.0,190.0,7276.0,-28.0,16.0,-0.0951219512195,0.102380990982,1457569120.34,-17.0,-0.19851264721
-13312.0,162.0,7378.0,-32.0,16.0,-0.0951219512195,0.102967023849,1457569120.44,-19.0,-0.20830707143
-13402.0,262.0,7272.0,-28.0,20.0,-0.0951219512195,0.102324008942,1457569120.54,-16.0,-0.218040330817
-13336.0,196.0,7316.0,-28.0,16.0,-0.0341463414634,0.102813005447,1457569120.65,-17.0,-0.224685561657
-13356.0,182.0,7312.0,-28.0,17.0,-0.0951219512195,0.101732969284,1457569120.75,-16.0,-0.231260985281
-13388.0,190.0,7320.0,-30.0,17.0,-0.0341463414634,0.107004880905,1457569120.85,-17.0,-0.238177154413
-13336.0,-62.0,7420.0,-29.0,14.0,2.70975609756,0.101634979248,1457569120.96,29.0,-0.102209383395
-13356.0,316.0,7392.0,-22.0,15.0,8.50243902439,0.102871179581,1457569121.06,124.0,0.474496485547
-13364.0,272.0,7404.0,-16.0,16.0,15.3317073171,0.101899862289,1457569121.16,236.0,1.68884460054
-13304.0,1390.0,7240.0,-13.0,16.0,15.3317073171,0.106336116791,1457569121.27,254.0,3.31915882041
-13296.0,1756.0,7316.0,-22.0,18.0,7.95365853659,0.103753805161,1457569121.37,115.0,4.52713147634
-13248.0,1352.0,7184.0,-21.0,22.0,7.95365853659,0.102578163147,1457569121.47,92.0,5.34300315933
-13182.0,1874.0,7262.0,-13.0,18.0,15.3926829268,0.101286888123,1457569121.57,237.0,6.52534229726
-13250.0,2436.0,7256.0,-13.0,15.0,15.3926829268,0.102233171463,1457569121.68,252.0,8.0989850902
-12376.0,3266.0,7282.0,-17.0,-18.0,16.3073170732,0.106397867203,1457569121.78,128.0,9.78539128536
-13658.0,2512.0,6384.0,0.0,46.0,16.9170731707,0.100188970566,1457569121.88,272.0,11.4497500135
-13116.0,3404.0,6954.0,-13.0,10.0,16.9170731707,0.104858160019,1457569121.99,262.0,13.2236431791
-12782.0,3728.0,7376.0,-23.0,14.0,11.1243902439,0.10265994072,1457569122.09,121.0,14.663010665
-12728.0,3348.0,7316.0,-21.0,15.0,11.1243902439,0.101753950119,1457569122.19,167.0,15.794961315
-12668.0,4278.0,7270.0,-15.0,17.0,17.2219512195,0.103302955627,1457569122.3,308.0,17.2590917422
-12444.0,4788.0,7244.0,-14.0,14.0,17.2219512195,0.105049133301,1457569122.4,267.0,19.0682427915
-12334.0,5438.0,7306.0,-23.0,18.0,6.49024390244,0.101869821548,1457569122.5,91.0,20.2760213343
-12300.0,5280.0,7316.0,-30.0,17.0,0.880487804878,0.103442192078,1457569122.61,-1.0,20.6572436568
-12302.0,5180.0,7300.0,-28.0,18.0,-0.156097560976,0.102396011353,1457569122.71,-18.0,20.6943309926
-12302.0,5164.0,7382.0,-28.0,17.0,-0.217073170732,0.103664875031,1457569122.81,-19.0,20.674988644
-12310.0,5196.0,7196.0,-30.0,16.0,-0.217073170732,0.101154088974,1457569122.91,-19.0,20.6530308052
-12362.0,5202.0,7346.0,-30.0,16.0,-0.278048780488,0.107501029968,1457569123.02,-20.0,20.6264177453
-12322.0,5160.0,7344.0,-29.0,16.0,-0.339024390244,0.102350950241,1457569123.12,-21.0,20.5948387326
-12274.0,5160.0,7222.0,-29.0,15.0,-0.460975609756,0.103910923004,1457569123.23,-23.0,20.5532743634
-12302.0,5444.0,7312.0,-35.0,13.0,-3.63170731707,0.101458072662,1457569123.33,-75.0,20.3456565025
-12386.0,4906.0,7320.0,-37.0,18.0,-6.86341463415,0.103009939194,1457569123.43,-146.0,19.8051055655
-12498.0,4736.0,7346.0,-36.0,17.0,-6.86341463415,0.10502910614,1457569123.54,-128.0,19.0842472614
-12554.0,4680.0,7388.0,-33.0,17.0,-6.49756097561,0.105077981949,1457569123.64,-122.0,18.3822750845
-12542.0,4220.0,7356.0,-32.0,21.0,-4.79024390244,0.0993850231171,1457569123.74,-94.0,17.8213557101
-12578.0,4382.0,7300.0,-31.0,16.0,-0.217073170732,0.104282855988,1457569123.85,-17.0,17.5602670475
-12534.0,4312.0,7020.0,-29.0,16.0,-0.217073170732,0.100988149643,1457569123.95,-19.0,17.5383452296
-12648.0,4432.0,7290.0,-30.0,22.0,-0.4,0.102296829224,1457569124.05,-22.0,17.5067829152
-12624.0,4746.0,7288.0,-32.0,19.0,-4.54634146341,0.10550904274,1457569124.15,-90.0,17.2458410388
-12488.0,4264.0,7808.0,-42.0,11.0,-8.50975609756,0.104928970337,1457569124.26,-237.0,16.560859602
-12806.0,3420.0,7360.0,-39.0,15.0,-8.50975609756,0.101036071777,1457569124.36,-155.0,15.7010672741
-12790.0,3798.0,7266.0,-30.0,17.0,-0.0951219512195,0.101723909378,1457569124.46,-16.0,15.2634063567
-12794.0,3798.0,7282.0,-29.0,16.0,-0.0951219512195,0.104552984238,1457569124.57,-17.0,15.2534610728
-12768.0,3830.0,7252.0,-30.0,15.0,-0.0951219512195,0.100241184235,1457569124.67,-17.0,15.2439259358
-12816.0,3856.0,7304.0,-29.0,16.0,-0.0951219512195,0.106367826462,1457569124.77,-15.0,15.2338080206
-12750.0,3836.0,7298.0,-28.0,15.0,-0.0951219512195,0.10213303566,1457569124.88,-17.0,15.2240929269
-12800.0,3844.0,7290.0,-29.0,17.0,-0.156097560976,0.102807044983,1457569124.98,-18.0,15.2111793591
-12788.0,3826.0,7346.0,-29.0,17.0,-0.156097560976,0.102174043655,1457569125.08,-18.0,15.1952302401
-12782.0,3790.0,7338.0,-28.0,18.0,-0.156097560976,0.102485895157,1457569125.18,-18.0,15.1792324418
-12812.0,3842.0,7332.0,-30.0,16.0,-0.156097560976,0.102300167084,1457569125.28,-16.0,15.1632636352
-12814.0,3804.0,7372.0,-30.0,16.0,-0.0951219512195,0.107175827026,1457569125.39,-18.0,15.1498013057
-12734.0,3834.0,7262.0,-29.0,17.0,-0.156097560976,0.102252960205,1457569125.49,-17.0,15.1369573363
-12830.0,3790.0,7310.0,-29.0,18.0,-0.217073170732,0.104363203049,1457569125.6,-19.0,15.1174846899
-12800.0,3828.0,7380.0,-26.0,16.0,-0.278048780488,0.102283000946,1457569125.7,-20.0,15.0921634104
-12782.0,4104.0,7286.0,-33.0,16.0,-5.21707317073,0.104791879654,1457569125.81,-101.0,14.8042413313
-12838.0,3744.0,7418.0,-41.0,16.0,-7.65609756098,0.102596998215,1457569125.91,-262.0,14.143866994
-12992.0,2796.0,7346.0,-35.0,13.0,-7.65609756098,0.101861000061,1457569126.01,-141.0,13.3640092399
-13010.0,3156.0,7250.0,-31.0,16.0,-0.0951219512195,0.101776123047,1457569126.11,-17.0,12.9695647045
-13002.0,3168.0,7304.0,-29.0,17.0,-0.0951219512195,0.102831840515,1457569126.21,-16.0,12.9597831392
-12974.0,3158.0,7374.0,-30.0,16.0,-0.0341463414634,0.101906061172,1457569126.32,-17.0,12.9531965279
-12960.0,3152.0,7422.0,-32.0,16.0,0.209756097561,0.10257601738,1457569126.42,-12.0,12.9622032026
-12972.0,3166.0,7348.0,-24.0,13.0,0.209756097561,0.10219502449,1457569126.52,68.0,12.9836392321
-12948.0,3286.0,7290.0,-28.0,17.0,-0.217073170732,0.10786986351,1457569126.63,-19.0,12.9832445863
-12930.0,3258.0,7324.0,-28.0,17.0,-0.217073170732,0.102588176727,1457569126.73,-19.0,12.9609754455
-12944.0,3258.0,7312.0,-27.0,16.0,-0.217073170732,0.100830793381,1457569126.83,-19.0,12.9390877855
-12970.0,3220.0,7378.0,-27.0,18.0,-0.217073170732,0.10342502594,1457569126.94,-19.0,12.9166369871
-12950.0,3278.0,7296.0,-30.0,17.0,-1.00975609756,0.102391004562,1457569127.04,-32.0,12.8538288465
-13044.0,2584.0,7432.0,-36.0,20.0,-1.00975609756,0.105786085129,1457569127.14,-123.0,12.747010702
-12918.0,3068.0,7332.0,-29.0,15.0,-0.278048780488,0.102762937546,1457569127.25,-20.0,12.6808413959
-12966.0,3100.0,7308.0,-28.0,17.0,-0.0951219512195,0.10199213028,1457569127.35,-17.0,12.661811157
-13054.0,3160.0,7224.0,-30.0,16.0,-0.0951219512195,0.102831840515,1457569127.45,-17.0,12.6520295917
-12978.0,3136.0,7244.0,-27.0,18.0,-0.156097560976,0.101657152176,1457569127.55,-18.0,12.6392604616
-12976.0,3084.0,7356.0,-29.0,16.0,-0.217073170732,0.103214979172,1457569127.66,-19.0,12.6200020569
-12924.0,3088.0,7386.0,-28.0,18.0,-0.339024390244,0.106400966644,1457569127.76,-21.0,12.5904173979
-13016.0,3232.0,7282.0,-38.0,24.0,-5.27804878049,0.10317492485,1457569127.87,-122.0,12.3006468468
-13062.0,2772.0,7388.0,-33.0,13.0,-6.49756097561,0.101013183594,1457569127.97,-102.0,11.7059009316
-13136.0,2778.0,7258.0,-33.0,15.0,-7.29024390244,0.102636814117,1457569128.07,-135.0,10.9983327485
-13584.0,2578.0,7084.0,-42.0,20.0,-16.0097560976,0.107872009277,1457569128.18,-278.0,9.74162384039
-13146.0,2004.0,7304.0,-44.0,15.0,-16.0097560976,0.103911161423,1457569128.28,-330.0,8.0780314902
-13346.0,1240.0,7300.0,-40.0,18.0,-12.9609756098,0.101011991501,1457569128.38,-228.0,6.6148358377
-13308.0,1136.0,7370.0,-35.0,16.0,-7.41219512195,0.102604866028,1457569128.49,-116.0,5.56964261096
-13300.0,1146.0,7286.0,-35.0,16.0,-7.41219512195,0.100850105286,1457569128.59,-137.0,4.82212195251
-13244.0,1550.0,7338.0,-50.0,7.0,-21.9243902439,0.101848840714,1457569128.69,-375.0,3.32817334751
-13388.0,-314.0,7226.0,-48.0,9.0,-22.3512195122,0.102558135986,1457569128.79,-409.0,1.05776134439
-13328.0,-798.0,7204.0,-54.0,6.0,-22.3512195122,0.108501911163,1457569128.9,-382.0,-1.36738868952
-13306.0,-1120.0,7264.0,-43.0,12.0,-17.2292682927,0.102931976318,1457569129.0,-298.0,-3.40443760622
-13366.0,-1284.0,7304.0,-42.0,14.0,-14.7902439024,0.0996201038361,1457569129.1,-258.0,-4.99933117105
-13284.0,-1802.0,7328.0,-42.0,12.0,-13.2048780488,0.107434988022,1457569129.21,-232.0,-6.5031589668
-13272.0,-2202.0,7350.0,-37.0,15.0,-9.60731707317,0.102248907089,1457569129.31,-173.0,-7.66941997656
-13234.0,-2280.0,7348.0,-32.0,17.0,-4.66829268293,0.10173201561,1457569129.41,-92.0,-8.39556325383
-13222.0,-2124.0,7338.0,-30.0,16.0,-4.66829268293,0.103171110153,1457569129.52,-88.0,-8.87719619245
-13202.0,-2418.0,7344.0,-41.0,11.0,-16.0097560976,0.10146188736,1457569129.62,-306.0,-9.92621312054
-13136.0,-3532.0,7308.0,-41.0,14.0,-16.0097560976,0.107990980148,1457569129.73,-278.0,-11.6551223735
-13102.0,-3486.0,7314.0,-28.0,18.0,-5.76585365854,0.0993831157684,1457569129.83,-30.0,-12.7371863461
-13122.0,-2642.0,7276.0,-30.0,20.0,-5.76585365854,0.103900909424,1457569129.93,-110.0,-13.3362637848
-13172.0,-4250.0,7152.0,-49.0,11.0,-5.76585365854,0.103539943695,1457569130.03,-334.0,-13.933259948
-12928.0,-4498.0,7302.0,-32.0,17.0,-3.93658536585,0.102337121964,1457569130.14,-80.0,-14.4297197909
-12920.0,-3916.0,7282.0,-28.0,15.0,-3.93658536585,0.101382017136,1457569130.24,-20.0,-14.8288187559
-12822.0,-3516.0,7368.0,-35.0,18.0,-7.16829268293,0.107357978821,1457569130.34,-133.0,-15.4249173871
-12806.0,-4662.0,7314.0,-43.0,15.0,-7.16829268293,0.103804111481,1457569130.45,-276.0,-16.1690156399
-12638.0,-5022.0,7354.0,-32.0,21.0,-0.0341463414634,0.102593898773,1457569130.55,-16.0,-16.53847879
-12736.0,-4632.0,7300.0,-32.0,20.0,0.392682926829,0.099888086319,1457569130.65,-9.0,-16.5205720233
-12620.0,-4604.0,7418.0,-24.0,13.0,7.46585365854,0.102713823318,1457569130.75,124.0,-16.1169818541
-12844.0,-4214.0,7192.0,-22.0,16.0,7.46585365854,0.109616041183,1457569130.86,107.0,-15.298604532
-12814.0,-4346.0,7316.0,-26.0,15.0,-0.0341463414634,0.0969641208649,1457569130.96,-19.0,-14.9383000487
-12834.0,-4184.0,7250.0,-31.0,16.0,-0.217073170732,0.110468864441,1457569131.07,-16.0,-14.9521760158
-12854.0,-4190.0,7270.0,-28.0,15.0,-0.0341463414634,0.0971801280975,1457569131.17,-19.0,-14.964382788
-12842.0,-4182.0,7254.0,-29.0,15.0,-0.217073170732,0.103101968765,1457569131.27,-16.0,-14.9773334012
-12898.0,-4188.0,7210.0,-26.0,5.0,-0.156097560976,0.10072183609,1457569131.37,-22.0,-14.9961266218
-12886.0,-4244.0,7198.0,-30.0,18.0,-0.156097560976,0.102837085724,1457569131.47,-18.0,-15.0121792401
-12822.0,-4236.0,7276.0,-30.0,17.0,-0.0341463414634,0.102850914001,1457569131.58,-15.0,-15.0219626197
-12864.0,-4212.0,7328.0,-31.0,15.0,-0.0341463414634,0.106070041656,1457569131.68,-16.0,-15.0255845236
-12816.0,-4178.0,7318.0,-30.0,18.0,-0.0341463414634,0.102125167847,1457569131.78,-17.0,-15.0290717244
-12882.0,-4234.0,7246.0,-30.0,17.0,-0.0341463414634,0.102410793304,1457569131.89,-16.0,-15.0325686783
-12868.0,-4434.0,7218.0,-34.0,16.0,0.514634146341,0.10303902626,1457569131.99,-7.0,-15.0078141806
-12762.0,-4192.0,7410.0,-9.0,18.0,21.6731707317,0.101511001587,1457569132.09,438.0,-13.8816610325
-13214.0,-2372.0,7260.0,-9.0,23.0,21.6731707317,0.105168104172,1457569132.2,340.0,-11.6023347552
-13154.0,-2356.0,7322.0,-25.0,22.0,1.91707317073,0.0999519824982,1457569132.3,16.0,-10.4233889324
-13138.0,-2894.0,7284.0,-27.0,18.0,-0.0951219512195,0.107784032822,1457569132.4,-20.0,-10.3252003074
