faceBottom,faceLeft,faceRight,faceTop,frameIndex,isFrontFace,noseX,noseY,time,timestamp
96,130,207,19,10,1,167.75,62.5,1457568569.03,1457568569.64
96,129,208,17,11,1,166.341552734,61.4670257568,1457568569.69,1457568569.73
98,130,209,19,12,1,166.49331665,62.4821968079,1457568569.77,1457568569.8
98,130,209,19,13,1,166.685913086,62.8985061646,1457568569.85,1457568569.87
98,130,210,18,14,1,167.350448608,62.9700813293,1457568569.91,1457568569.94
97,132,209,20,15,1,167.889877319,62.7796783447,1457568569.99,1457568570.02
98,132,211,19,16,1,167.878509521,62.952999115,1457568570.07,1457568570.11
97,132,210,19,17,1,167.394836426,63.1651191711,1457568570.18,1457568570.22
99,128,210,17,18,1,166.69569397,62.729385376,1457568570.3,1457568570.34
99,129,211,17,19,1,166.033172607,62.5191268921,1457568570.39,1457568570.43
96,128,207,17,20,1,165.600784302,62.4803619385,1457568570.49,1457568570.52
97,128,208,17,21,1,165.281311035,62.5596199036,1457568570.58,1457568570.61
97,128,207,18,22,1,165.309127808,62.6974754333,1457568570.65,1457568570.67
96,129,207,18,23,1,165.53302002,62.6838874817,1457568570.72,1457568570.74
98,129,210,17,24,1,165.98449707,62.5412368774,1457568570.78,1457568570.81
96,130,206,20,25,1,166.332077026,62.5104408264,1457568570.88,1457568570.92
97,131,209,19,26,1,166.910583496,62.4426689148,1457568571.02,1457568571.06
99,132,210,21,27,1,168.272232056,62.5912704468,1457568571.13,1457568571.16
96,134,212,18,28,1,170.34072876,61.3030014038,1457568571.22,1457568571.24
94,137,211,20,29,1,171.753540039,60.5953369141,1457568571.29,1457568571.32
95,139,220,14,30,1,178.353439331,58.8254547119,1457568571.36,1457568571.39
-1,-1,-1,-1,31,0,185.527877808,57.9105567932,1457568571.43,1457568571.45
-1,-1,-1,-1,32,0,192.760437012,57.4455375671,1457568571.5,1457568571.52
-1,-1,-1,-1,33,0,200.820068359,57.6712722778,1457568571.56,1457568571.58
158,181,250,89,34,1,204.198867798,58.6016769409,1457568571.63,1457568571.65
-1,-1,-1,-1,35,0,204.583358765,59.1173439026,1457568571.7,1457568571.72
-1,-1,-1,-1,36,0,203.466049194,58.7989959717,1457568571.77,1457568571.79
-1,-1,-1,-1,37,0,198.956237793,58.5129356384,1457568571.84,1457568571.86
-1,-1,-1,-1,38,0,191.291656494,56.9896430969,1457568571.92,1457568571.94
-1,-1,-1,-1,39,0,187.226455688,55.7507591248,1457568572.0,1457568572.02
88,145,217,16,40,1,180.71975708,54.7314414978,1457568572.07,1457568572.1
87,143,215,15,41,1,169.769821167,58.1147041321,1457568572.16,1457568572.19
86,142,211,17,42,1,167.133956909,59.0472831726,1457568572.25,1457568572.27
89,138,209,18,43,1,165.465560913,60.0364189148,1457568572.33,1457568572.36
94,133,213,14,44,1,164.223068237,61.1475944519,1457568572.43,1457568572.46
93,134,210,17,45,1,162.516281128,62.4688224792,1457568572.52,1457568572.55
95,131,209,17,46,1,161.507324219,62.9574127197,1457568572.6,1457568572.63
96,130,209,17,47,1,161.116119385,63.2161216736,1457568572.69,1457568572.73
95,131,207,19,48,1,161.394897461,63.6677131653,1457568572.79,1457568572.83
96,132,211,17,49,1,161.781860352,64.3519897461,1457568572.89,1457568572.92
96,132,212,16,50,1,161.850036621,64.6206359863,1457568572.98,1457568573.01
96,131,211,16,51,1,161.879882812,64.8154144287,1457568573.1,1457568573.15
95,133,210,18,52,1,161.846694946,64.8910140991,1457568573.2,1457568573.24
95,133,210,18,53,1,161.710372925,65.0122756958,1457568573.3,1457568573.33
96,131,211,16,54,1,161.622024536,65.0857162476,1457568573.39,1457568573.43
98,130,212,16,55,1,161.304885864,65.3505020142,1457568573.48,1457568573.5
96,131,211,16,56,1,161.162567139,65.408241272,1457568573.55,1457568573.58
98,130,212,16,57,1,161.008377075,65.5317306519,1457568573.62,1457568573.65
96,133,209,20,58,1,160.916976929,65.6261978149,1457568573.69,1457568573.71
95,133,207,21,59,1,160.646347046,65.7825317383,1457568573.76,1457568573.79
97,132,209,20,60,1,160.49357605,65.9643936157,1457568573.82,1457568573.86
97,132,209,20,61,1,160.410736084,65.9867019653,1457568573.9,1457568573.92
97,132,210,19,62,1,160.273010254,65.8498840332,1457568573.97,1457568574.0
96,132,209,19,63,1,160.062988281,65.4642868042,1457568574.04,1457568574.07
98,129,211,16,64,1,159.695632935,64.9289627075,1457568574.12,1457568574.14
97,130,210,17,65,1,159.576278687,64.7976989746,1457568574.2,1457568574.22
95,131,207,19,66,1,159.576828003,65.2927322388,1457568574.28,1457568574.3
97,130,210,17,67,1,159.841567993,66.0529708862,1457568574.34,1457568574.37
97,130,210,17,68,1,159.985168457,66.4147415161,1457568574.42,1457568574.45
98,129,211,16,69,1,159.998962402,66.3950576782,1457568574.5,1457568574.52
96,130,210,16,70,1,159.982894897,66.4339294434,1457568574.56,1457568574.6
97,130,209,18,71,1,159.81817627,66.5743942261,1457568574.65,1457568574.69
96,132,206,22,72,1,160.054626465,66.6632156372,1457568574.74,1457568574.78
