faceBottom,faceLeft,faceRight,faceTop,frameIndex,isFrontFace,noseX,noseY,time,timestamp
94,152,238,8,5,1,193.800003052,60.4000015259,1457572287.51,1457572287.87
93,152,234,11,6,1,192.963409424,61.7542228699,1457572287.93,1457572287.97
93,152,234,11,7,1,192.578475952,62.8724594116,1457572288.03,1457572288.07
96,152,234,14,8,1,192.509918213,64.8476409912,1457572288.13,1457572288.16
97,151,235,13,9,1,192.235900879,65.7169570923,1457572288.22,1457572288.25
99,148,235,12,10,1,191.014572144,65.6161346436,1457572288.28,1457572288.31
96,149,231,14,11,1,190.210403442,65.4449462891,1457572288.35,1457572288.37
99,146,233,12,12,1,189.048446655,65.471862793,1457572288.42,1457572288.44
99,146,232,13,13,1,188.691085815,65.6904830933,1457572288.49,1457572288.51
98,146,231,13,14,1,188.370574951,65.9823608398,1457572288.55,1457572288.58
98,147,232,13,15,1,188.381637573,65.8633041382,1457572288.62,1457572288.64
96,148,231,13,16,1,188.281967163,65.725479126,1457572288.68,1457572288.71
95,146,227,14,17,1,187.13369751,65.7651901245,1457572288.75,1457572288.77
95,145,225,15,18,1,186.783660889,65.7095794678,1457572288.86,1457572288.89
98,144,229,13,19,1,186.795608521,65.1460037231,1457572288.93,1457572288.96
96,144,228,12,20,1,187.232055664,65.0046234131,1457572289.02,1457572289.05
99,143,230,12,21,1,189.18081665,65.2934112549,1457572289.11,1457572289.14
102,144,233,13,22,1,191.084075928,65.587020874,1457572289.2,1457572289.23
98,150,232,16,23,1,192.862380981,65.6389007568,1457572289.29,1457572289.33
95,152,232,15,24,1,194.112869263,65.3151245117,1457572289.37,1457572289.4
97,154,235,16,25,1,195.020263672,64.9021682739,1457572289.44,1457572289.47
97,152,234,15,26,1,195.617553711,64.6907730103,1457572289.54,1457572289.57
97,152,234,15,27,1,195.773803711,64.6237640381,1457572289.63,1457572289.66
96,151,233,14,28,1,194.931274414,64.3929977417,1457572289.71,1457572289.74
95,151,233,13,29,1,193.258392334,63.9857673645,1457572289.81,1457572289.85
96,150,233,13,30,1,191.609695435,63.629699707,1457572289.9,1457572289.93
97,148,233,12,31,1,191.394454956,63.660194397,1457572290.0,1457572290.03
98,148,233,13,32,1,191.009094238,63.7487792969,1457572290.09,1457572290.12
94,150,230,14,33,1,190.371261597,63.7807121277,1457572290.16,1457572290.18
94,150,230,14,34,1,190.274490356,63.7632026672,1457572290.23,1457572290.25
92,151,227,16,35,1,190.603302002,63.8118286133,1457572290.3,1457572290.34
96,150,232,14,36,1,191.028106689,66.9672927856,1457572290.4,1457572290.44
94,150,230,14,37,1,191.529571533,66.8488845825,1457572290.51,1457572290.54
95,149,230,14,38,1,191.781494141,66.8748092651,1457572290.62,1457572290.66
93,150,230,13,39,1,191.879364014,66.8656234741,1457572290.73,1457572290.75
95,149,230,14,40,1,191.411148071,66.8522033691,1457572290.81,1457572290.85
-1,-1,-1,-1,41,0,189.773956299,66.647605896,1457572290.94,1457572290.96
94,145,224,15,42,1,184.537002563,66.7743606567,1457572291.02,1457572291.05
94,143,223,14,43,1,183.639755249,66.8616943359,1457572291.11,1457572291.14
93,142,221,14,44,1,181.716781616,66.9951019287,1457572291.2,1457572291.23
94,140,221,13,45,1,180.804199219,66.9989776611,1457572291.27,1457572291.29
93,139,220,12,46,1,180.052581787,66.9836044312,1457572291.34,1457572291.37
94,139,220,13,47,1,179.622558594,67.0363235474,1457572291.42,1457572291.44
94,139,220,13,48,1,178.858886719,67.1956481934,1457572291.51,1457572291.55
95,138,219,14,49,1,177.71270752,67.1836700439,1457572291.61,1457572291.64
94,135,217,12,50,1,176.308227539,67.0096511841,1457572291.71,1457572291.74
93,137,215,15,51,1,175.220397949,67.2085113525,1457572291.8,1457572291.83
93,136,214,15,52,1,175.010681152,67.5827865601,1457572291.88,1457572291.93
94,137,216,15,53,1,175.502883911,67.7377929688,1457572291.97,1457572292.0
97,136,219,14,54,1,175.916305542,67.9513397217,1457572292.05,1457572292.08
97,136,219,14,55,1,176.861465454,68.3798065186,1457572292.12,1457572292.15
99,136,220,15,56,1,177.813705444,68.5986480713,1457572292.19,1457572292.22
96,138,220,14,57,1,178.883010864,68.7257003784,1457572292.27,1457572292.29
97,138,221,14,58,1,179.398010254,68.7601928711,1457572292.34,1457572292.36
96,140,222,14,59,1,180.323272705,68.7222824097,1457572292.41,1457572292.43
98,140,225,13,60,1,181.152008057,68.7081451416,1457572292.48,1457572292.51
98,140,225,13,61,1,181.424545288,68.628616333,1457572292.56,1457572292.58
98,140,225,13,62,1,181.70475769,68.7614593506,1457572292.62,1457572292.66
97,141,224,14,63,1,181.75920105,68.7439956665,1457572292.7,1457572292.73
96,141,223,14,64,1,181.910263062,68.7948684692,1457572292.78,1457572292.8
97,142,224,15,65,1,181.987884521,68.8440704346,1457572292.85,1457572292.88
97,141,224,14,66,1,182.098251343,68.8535766602,1457572292.92,1457572292.94
97,142,224,15,67,1,182.111480713,68.9278945923,1457572292.99,1457572293.03
96,142,224,14,68,1,182.273193359,68.9725799561,1457572293.1,1457572293.14
95,144,224,15,69,1,182.782348633,68.9477996826,1457572293.2,1457572293.23
95,144,223,16,70,1,183.253479004,68.7480392456,1457572293.3,1457572293.33
97,144,226,15,71,1,183.715820312,68.5078582764,1457572293.4,1457572293.43
97,143,225,15,72,1,183.939727783,68.5573577881,1457572293.5,1457572293.54
97,145,226,16,73,1,184.470123291,68.5988464355,1457572293.61,1457572293.64
97,145,226,16,74,1,184.471282959,68.6894989014,1457572293.7,1457572293.73
98,143,226,15,75,1,184.338699341,68.7493209839,1457572293.79,1457572293.82
97,143,225,15,76,1,184.244476318,68.91431427,1457572293.87,1457572293.9
98,143,226,15,77,1,184.174209595,68.9804763794,1457572293.95,1457572293.99
97,143,225,15,78,1,184.137969971,69.0257415771,1457572294.05,1457572294.08
98,143,225,16,79,1,184.146820068,69.0049209595,1457572294.12,1457572294.15
98,143,227,14,80,1,184.368499756,68.9483642578,1457572294.2,1457572294.22
98,144,228,14,81,1,184.57611084,68.9633102417,1457572294.27,1457572294.3
96,146,227,15,82,1,184.791412354,69.0533599854,1457572294.35,1457572294.38
94,147,225,16,83,1,184.858337402,69.0486679077,1457572294.43,1457572294.45
95,146,226,15,84,1,184.940795898,68.9936523438,1457572294.51,1457572294.53
95,147,225,17,85,1,185.085327148,68.9678955078,1457572294.57,1457572294.6
95,147,225,17,86,1,185.274490356,68.8546142578,1457572294.65,1457572294.67
96,145,227,14,87,1,185.597930908,68.6946868896,1457572294.72,1457572294.75
96,147,227,16,88,1,185.83807373,68.7461395264,1457572294.82,1457572294.86
96,147,229,14,89,1,185.946914673,68.7210845947,1457572294.93,1457572294.96
93,150,225,18,90,1,185.888519287,68.6574325562,1457572295.02,1457572295.05
93,149,224,18,91,1,185.955169678,68.6086883545,1457572295.1,1457572295.14
94,149,226,17,92,1,185.873748779,68.385055542,1457572295.19,1457572295.23
96,145,227,14,93,1,185.746002197,68.3470230103,1457572295.29,1457572295.32
96,145,227,14,94,1,185.858337402,68.4460601807,1457572295.37,1457572295.39
96,145,227,14,95,1,185.832183838,68.4452056885,1457572295.44,1457572295.47
96,145,227,14,96,1,185.829925537,68.3838653564,1457572295.51,1457572295.54
96,145,227,14,97,1,185.875244141,68.3064727783,1457572295.58,1457572295.61
98,145,229,14,98,1,186.140838623,68.1345901489,1457572295.66,1457572295.68
98,145,229,14,99,1,186.305511475,68.0662994385,1457572295.73,1457572295.76
96,147,227,16,100,1,186.186019897,68.131362915,1457572295.81,1457572295.83
96,146,227,15,101,1,186.138473511,68.1811599731,1457572295.88,1457572295.9
95,147,225,17,102,1,186.170898438,68.4859008789,1457572295.95,1457572295.98
95,148,225,18,103,1,186.282318115,68.6586761475,1457572296.02,1457572296.06
