,Unnamed: 0,faceBottom,faceLeft,faceRight,faceTop,frameIndex,isFrontFace,noseX,noseY,time,timestamp_x,ax,ay,az,gx,gy,gz,time_diff,timestamp_y,gz_raw,theta
20,20,97,134,208,23,27,1,172.585128784,67.1745910645,1457569357.07,1457569357.11,-13236.0,-2178.0,7330.0,-35.0,16.0,-6.55853658537,2.40704488754,1457569357.3,-123.0,-7.89334597878
21,21,95,137,207,25,28,1,173.323196411,67.3556518555,1457569357.17,1457569357.2,-13236.0,-2178.0,7330.0,-35.0,16.0,-6.55853658537,2.40704488754,1457569357.3,-123.0,-7.89334597878
22,22,95,136,206,25,29,1,173.484298706,67.4147262573,1457569357.25,1457569357.28,-13236.0,-2178.0,7330.0,-35.0,16.0,-6.55853658537,2.40704488754,1457569357.3,-123.0,-7.89334597878
23,23,96,135,207,24,30,1,173.632980347,67.4851379395,1457569357.32,1457569357.36,-13196.0,-2176.0,7332.0,-37.0,14.0,-9.72926829268,0.106585025787,1457569357.41,-175.0,-8.76136403026
24,24,95,135,207,23,31,1,173.597183228,67.4806289673,1457569357.41,1457569357.44,-13196.0,-2176.0,7332.0,-37.0,14.0,-9.72926829268,0.106585025787,1457569357.41,-175.0,-8.76136403026
25,25,95,136,206,25,32,1,173.604980469,67.2132110596,1457569357.49,1457569357.51,-13140.0,-2564.0,7282.0,-42.0,16.0,-13.143902439,0.098354101181,1457569357.5,-231.0,-9.8861991045
26,26,95,137,207,25,33,1,173.639633179,67.2648010254,1457569357.55,1457569357.58,-13150.0,-3340.0,7378.0,-54.0,28.0,-18.6317073171,0.103770971298,1457569357.61,-379.0,-11.5348920485
27,27,94,138,204,28,34,1,173.677963257,67.2925338745,1457569357.62,1457569357.64,-13150.0,-3340.0,7378.0,-54.0,28.0,-18.6317073171,0.103770971298,1457569357.61,-379.0,-11.5348920485
28,28,94,138,204,28,35,1,173.723373413,67.4764099121,1457569357.69,1457569357.71,-12888.0,-3612.0,7406.0,-44.0,24.0,-18.6317073171,0.102037906647,1457569357.71,-321.0,-13.4360324604
29,29,94,137,205,26,36,1,173.623428345,67.4221115112,1457569357.76,1457569357.79,-12766.0,-3908.0,7518.0,-53.0,8.0,-18.6317073171,0.102014064789,1457569357.81,-320.0,-15.3367286577
30,30,97,134,208,23,37,1,173.5521698,67.5687866211,1457569357.83,1457569357.85,-12766.0,-3908.0,7518.0,-53.0,8.0,-18.6317073171,0.102014064789,1457569357.81,-320.0,-15.3367286577
31,31,97,135,208,24,38,1,173.567306519,67.7570800781,1457569357.9,1457569357.92,-12778.0,-4588.0,7522.0,-50.0,22.0,-25.156097561,0.106167078018,1457569357.92,-428.0,-17.6611403061
32,32,96,136,208,24,39,1,173.639907837,67.9318008423,1457569357.97,1457569358.0,-12382.0,-5034.0,7398.0,-53.0,9.0,-27.3512195122,0.104520797729,1457569358.02,-464.0,-20.4051936397
33,33,97,136,210,23,40,1,173.776245117,67.8357467651,1457569358.04,1457569358.07,-12382.0,-5034.0,7398.0,-53.0,9.0,-27.3512195122,0.104520797729,1457569358.02,-464.0,-20.4051936397
34,34,96,136,208,24,41,1,173.985519409,67.9799194336,1457569358.12,1457569358.14,-12140.0,-5468.0,7138.0,-58.0,5.0,-33.0829268293,0.101088047028,1457569358.12,-558.0,-23.4597785534
35,35,98,135,211,22,42,1,174.031539917,67.9973526001,1457569358.19,1457569358.21,-11526.0,-7746.0,7400.0,-66.0,-4.0,-33.0829268293,0.101387023926,1457569358.22,-661.0,-26.8139580474
36,36,100,134,212,22,43,1,174.015975952,67.9698257446,1457569358.26,1457569358.29,-11288.0,-8454.0,6952.0,-62.0,-12.0,-32.0463414634,0.109063148499,1457569358.33,-541.0,-30.3655595771
37,37,100,134,212,22,44,1,174.185852051,68.00730896,1457569358.33,1457569358.37,-11288.0,-8454.0,6952.0,-62.0,-12.0,-32.0463414634,0.109063148499,1457569358.33,-541.0,-30.3655595771
38,38,96,137,209,24,45,1,174.437332153,68.0879592896,1457569358.43,1457569358.46,-10854.0,-8536.0,7232.0,-52.0,-3.0,-23.8146341463,0.103504896164,1457569358.44,-406.0,-33.2565018171
39,39,96,137,210,23,46,1,174.523483276,67.9312515259,1457569358.52,1457569358.55,-10810.0,-9010.0,7274.0,-52.0,12.0,-18.6317073171,0.0981678962708,1457569358.54,-321.0,-35.33993584
40,40,96,137,209,24,47,1,174.537185669,67.8831634521,1457569358.62,1457569358.65,-10414.0,-9020.0,7336.0,-44.0,17.0,-14.0585365854,0.104713201523,1457569358.64,-246.0,-37.0514858888
41,41,96,137,209,24,48,1,174.347961426,67.9829483032,1457569358.72,1457569358.75,-10280.0,-9194.0,7172.0,-40.0,15.0,-14.0585365854,0.100356817245,1457569358.74,-228.0,-38.4623558757
42,42,96,136,208,24,49,1,174.118667603,68.0639953613,1457569358.79,1457569358.82,-10068.0,-9408.0,6914.0,-41.0,11.0,-14.7902439024,0.102295160294,1457569358.84,-258.0,-39.9379011878
