faceBottom,faceLeft,faceRight,faceTop,frameIndex,isFrontFace,noseX,noseY,time,timestamp
100,128,203,25,7,1,167.0,69.0,1457569355.1,1457569355.64
98,130,203,25,8,1,167.973724365,67.7883529663,1457569355.69,1457569355.72
97,131,203,25,9,1,169.083145142,67.6126022339,1457569355.76,1457569355.78
100,131,209,22,10,1,170.056533813,67.7059860229,1457569355.82,1457569355.84
98,132,206,24,11,1,170.528396606,67.7853012085,1457569355.89,1457569355.91
95,134,204,25,12,1,171.053512573,67.5863418579,1457569355.96,1457569355.98
95,136,204,27,13,1,172.464767456,66.8459243774,1457569356.02,1457569356.05
96,134,206,24,14,1,172.750411987,66.7391281128,1457569356.13,1457569356.16
94,138,206,26,15,1,173.549880981,66.7849655151,1457569356.2,1457569356.22
96,136,208,24,16,1,173.694656372,66.9124679565,1457569356.27,1457569356.29
96,136,208,24,17,1,173.766433716,66.8792037964,1457569356.33,1457569356.36
96,136,208,24,18,1,173.70640564,66.8937301636,1457569356.4,1457569356.43
97,134,208,23,19,1,173.453567505,66.5671081543,1457569356.47,1457569356.5
95,136,208,23,20,1,173.310958862,66.279335022,1457569356.54,1457569356.57
98,133,211,20,21,1,173.325057983,66.3924179077,1457569356.61,1457569356.63
96,135,208,23,22,1,172.977172852,66.6285324097,1457569356.68,1457569356.7
97,134,209,22,23,1,172.735641479,66.6585159302,1457569356.75,1457569356.77
98,133,209,22,24,1,172.466796875,66.8082885742,1457569356.81,1457569356.84
96,134,206,24,25,1,172.275222778,67.0104293823,1457569356.89,1457569356.92
95,135,205,25,26,1,172.269058228,67.1782455444,1457569356.98,1457569357.01
97,134,208,23,27,1,172.585128784,67.1745910645,1457569357.07,1457569357.11
95,137,207,25,28,1,173.323196411,67.3556518555,1457569357.17,1457569357.2
95,136,206,25,29,1,173.484298706,67.4147262573,1457569357.25,1457569357.28
96,135,207,24,30,1,173.632980347,67.4851379395,1457569357.32,1457569357.36
95,135,207,23,31,1,173.597183228,67.4806289673,1457569357.41,1457569357.44
95,136,206,25,32,1,173.604980469,67.2132110596,1457569357.49,1457569357.51
95,137,207,25,33,1,173.639633179,67.2648010254,1457569357.55,1457569357.58
94,138,204,28,34,1,173.677963257,67.2925338745,1457569357.62,1457569357.64
94,138,204,28,35,1,173.723373413,67.4764099121,1457569357.69,1457569357.71
94,137,205,26,36,1,173.623428345,67.4221115112,1457569357.76,1457569357.79
