,faceBottom,faceLeft,faceRight,faceTop,frameIndex,isFrontFace,noseX,noseY,time,timestamp_x,ax,ay,az,gx,gy,gz,time_diff,timestamp_y,gz_raw,theta
0,113,206,278,41,9,1,240.600006104,82.1999969482,1457570688.23,1457570688.78,-12924.0,-452.0,7820.0,-46.0,12.0,-20.2780487805,2.40339899063,1457570690.33,-415.0,-24.3681209855
1,111,204,273,42,10,1,236.999237061,81.4705963135,1457570688.83,1457570688.85,-12924.0,-452.0,7820.0,-46.0,12.0,-20.2780487805,2.40339899063,1457570690.33,-415.0,-24.3681209855
2,108,204,270,42,11,1,233.425094604,80.0203857422,1457570688.89,1457570688.91,-12924.0,-452.0,7820.0,-46.0,12.0,-20.2780487805,2.40339899063,1457570690.33,-415.0,-24.3681209855
3,109,200,269,40,12,1,231.918121338,79.6905822754,1457570688.96,1457570688.98,-12924.0,-452.0,7820.0,-46.0,12.0,-20.2780487805,2.40339899063,1457570690.33,-415.0,-24.3681209855
4,-1,-1,-1,-1,13,0,229.493377686,81.1035079956,1457570689.02,1457570689.04,-12924.0,-452.0,7820.0,-46.0,12.0,-20.2780487805,2.40339899063,1457570690.33,-415.0,-24.3681209855
5,-1,-1,-1,-1,14,0,227.526123047,82.5220794678,1457570689.08,1457570689.11,-12924.0,-452.0,7820.0,-46.0,12.0,-20.2780487805,2.40339899063,1457570690.33,-415.0,-24.3681209855
6,112,194,263,43,15,1,226.49772644,82.6441497803,1457570689.15,1457570689.18,-12924.0,-452.0,7820.0,-46.0,12.0,-20.2780487805,2.40339899063,1457570690.33,-415.0,-24.3681209855
7,-1,-1,-1,-1,16,0,224.492156982,82.4029312134,1457570689.22,1457570689.24,-12924.0,-452.0,7820.0,-46.0,12.0,-20.2780487805,2.40339899063,1457570690.33,-415.0,-24.3681209855
8,-1,-1,-1,-1,17,0,223.694747925,82.152015686,1457570689.28,1457570689.3,-12924.0,-452.0,7820.0,-46.0,12.0,-20.2780487805,2.40339899063,1457570690.33,-415.0,-24.3681209855
9,-1,-1,-1,-1,18,0,223.039138794,81.8685073853,1457570689.35,1457570689.37,-12924.0,-452.0,7820.0,-46.0,12.0,-20.2780487805,2.40339899063,1457570690.33,-415.0,-24.3681209855
10,-1,-1,-1,-1,19,0,223.034942627,81.7810668945,1457570689.41,1457570689.44,-12924.0,-452.0,7820.0,-46.0,12.0,-20.2780487805,2.40339899063,1457570690.33,-415.0,-24.3681209855
11,-1,-1,-1,-1,20,0,223.855834961,81.9174728394,1457570689.48,1457570689.5,-12924.0,-452.0,7820.0,-46.0,12.0,-20.2780487805,2.40339899063,1457570690.33,-415.0,-24.3681209855
12,-1,-1,-1,-1,21,0,225.406890869,81.7856521606,1457570689.54,1457570689.56,-12924.0,-452.0,7820.0,-46.0,12.0,-20.2780487805,2.40339899063,1457570690.33,-415.0,-24.3681209855
13,-1,-1,-1,-1,22,0,226.054412842,81.7946929932,1457570689.61,1457570689.63,-12924.0,-452.0,7820.0,-46.0,12.0,-20.2780487805,2.40339899063,1457570690.33,-415.0,-24.3681209855
14,-1,-1,-1,-1,23,0,226.698486328,82.0160522461,1457570689.68,1457570689.7,-12924.0,-452.0,7820.0,-46.0,12.0,-20.2780487805,2.40339899063,1457570690.33,-415.0,-24.3681209855
15,-1,-1,-1,-1,24,0,226.505569458,81.9923248291,1457570689.74,1457570689.76,-12924.0,-452.0,7820.0,-46.0,12.0,-20.2780487805,2.40339899063,1457570690.33,-415.0,-24.3681209855
16,115,189,271,33,25,1,224.782806396,81.947845459,1457570689.81,1457570689.84,-12924.0,-452.0,7820.0,-46.0,12.0,-20.2780487805,2.40339899063,1457570690.33,-415.0,-24.3681209855
17,113,187,265,35,26,1,222.213943481,81.8430404663,1457570689.88,1457570689.9,-12924.0,-452.0,7820.0,-46.0,12.0,-20.2780487805,2.40339899063,1457570690.33,-415.0,-24.3681209855
18,113,186,263,36,27,1,221.253616333,81.433807373,1457570689.95,1457570689.97,-12924.0,-452.0,7820.0,-46.0,12.0,-20.2780487805,2.40339899063,1457570690.33,-415.0,-24.3681209855
19,114,183,264,33,28,1,220.313110352,79.7468261719,1457570690.01,1457570690.03,-12924.0,-452.0,7820.0,-46.0,12.0,-20.2780487805,2.40339899063,1457570690.33,-415.0,-24.3681209855
20,113,184,265,32,29,1,220.461700439,78.8816680908,1457570690.08,1457570690.1,-12924.0,-452.0,7820.0,-46.0,12.0,-20.2780487805,2.40339899063,1457570690.33,-415.0,-24.3681209855
21,110,184,263,31,30,1,221.31010437,77.9329223633,1457570690.14,1457570690.17,-12924.0,-452.0,7820.0,-46.0,12.0,-20.2780487805,2.40339899063,1457570690.33,-415.0,-24.3681209855
22,-1,-1,-1,-1,31,0,222.341552734,77.6844863892,1457570690.23,1457570690.26,-12924.0,-452.0,7820.0,-46.0,12.0,-20.2780487805,2.40339899063,1457570690.33,-415.0,-24.3681209855
23,-1,-1,-1,-1,32,0,223.516647339,77.5852966309,1457570690.31,1457570690.33,-12924.0,-452.0,7820.0,-46.0,12.0,-20.2780487805,2.40339899063,1457570690.33,-415.0,-24.3681209855
24,-1,-1,-1,-1,33,0,224.832061768,77.4561538696,1457570690.4,1457570690.43,-12996.0,-1268.0,7578.0,-56.0,7.0,-20.2780487805,0.103183031082,1457570690.43,-348.0,-26.4604715231
25,-1,-1,-1,-1,34,0,226.056518555,77.4993438721,1457570690.49,1457570690.51,-13282.0,-1246.0,7482.0,-30.0,15.0,-0.460975609756,0.101949930191,1457570690.53,-23.0,-27.5176425675
26,-1,-1,-1,-1,35,0,227.145217896,77.4561233521,1457570690.56,1457570690.59,-13372.0,-632.0,7470.0,-31.0,15.0,-0.156097560976,0.105753898621,1457570690.64,-16.0,-27.5502715143
27,-1,-1,-1,-1,36,0,228.292694092,77.0254898071,1457570690.63,1457570690.65,-13372.0,-632.0,7470.0,-31.0,15.0,-0.156097560976,0.105753898621,1457570690.64,-16.0,-27.5502715143
28,-1,-1,-1,-1,37,0,228.959564209,76.9506149292,1457570690.7,1457570690.72,-13338.0,-822.0,7506.0,-29.0,16.0,-0.0951219512195,0.103167057037,1457570690.74,-18.0,-27.5632303031
29,-1,-1,-1,-1,38,0,230.337554932,76.7555389404,1457570690.76,1457570690.78,-13338.0,-822.0,7506.0,-29.0,16.0,-0.0951219512195,0.103167057037,1457570690.74,-18.0,-27.5632303031
