x,y,z,time_diff
-0.5,5.933,7.977,23
0.068,5.215,7.825,16
-0.521,5.634,8.087,23
0.18,5.35,7.672,24
-0.636,5.61,7.803,15
0.216,5.367,7.827,24
-0.652,5.681,7.699,15
0.142,5.353,7.929,24
-0.552,5.817,7.618,15
0.047,5.553,8.053,24
-0.676,5.703,7.56,16
0.116,5.531,8.282,23
-0.743,5.836,7.618,16
0.097,5.491,7.896,23
-0.743,5.738,7.465,16
0.047,5.541,7.496,23
-0.643,5.712,6.942,16
-0.012,5.569,7.308,23
-0.547,5.595,7.522,16
-0.052,5.983,7.61,23
-0.462,5.481,7.582,16
-0.236,6.079,7.718,23
-0.367,5.448,6.794,16
-0.307,5.967,7.513,23
-0.428,6.067,7.76,24
-0.212,5.691,7.656,15
-0.445,5.945,7.182,24
-0.307,6.288,6.965,15
-0.264,5.46,7.563,24
-0.271,6.221,7.092,16
-0.357,6.288,7.122,23
-0.171,5.783,7.256,16
-0.305,6.15,7.372,23
-0.343,6.39,7.418,16
-0.283,6.055,7.084,23
-0.288,5.648,7.396,16
-0.348,6.26,7.013,23
-0.25,6.412,7.225,16
-0.062,6.293,6.561,23
-0.202,6.067,7.313,16
-0.3,6.317,6.927,23
-0.293,6.321,7.334,16
-0.198,6.46,6.706,23
-0.44,5.76,7.456,16
-0.355,6.205,7.234,23
-0.112,6.486,7.313,16
-0.157,6.302,7.08,23
-0.307,6.05,7.215,24
-0.269,6.062,7.553,16
-0.233,6.298,7.246,23
-0.159,6.181,7.413,16
-0.169,6.31,7.072,23
-0.207,5.945,7.444,16
-0.314,6.238,7.568,23
-0.188,5.895,7.332,16
-0.086,6.224,6.718,23
-0.245,6.331,7.437,16
-0.314,5.641,7.161,23
-0.157,6.155,6.189,16
-0.2,6.224,6.175,23
-0.202,5.976,6.911,16
-0.102,5.962,7.558,23
-0.086,6.448,7.791,16
-0.214,5.793,8.282,23
-0.478,6.129,6.689,16
-0.252,5.819,7.23,23
-0.376,6.007,7.201,16
-0.298,6.171,7.599,24
-0.309,6.072,7.782,15
-0.493,5.824,7.363,24
-0.395,6.21,7.691,23
-0.071,6.138,7.639,16
-0.138,6.281,7.427,23
-0.336,5.948,7.18,16
-0.431,5.667,7.139,23
-0.212,6.019,7.741,16
-0.307,6.141,7.544,23
-0.348,6.217,6.568,16
-0.398,5.55,8.286,23
-0.307,5.731,7.551,16
-0.098,5.981,7.32,23
-0.39,6.102,6.594,16
-0.345,5.691,7.608,23
-0.312,5.831,7.56,16
-0.305,5.86,6.908,23
-0.171,6.081,7.489,16
-0.124,5.791,7.363,24
-0.328,5.686,8.265,15
-0.369,5.783,7.934,24
0.023,5.962,7.127,15
-0.288,5.986,7.41,24
-0.174,5.565,7.537,15
-0.224,5.607,8.479,24
-0.083,6.124,8.651,15
-0.288,5.853,7.02,24
-0.869,5.617,7.011,23
-0.557,5.791,6.308,16
-0.674,5.829,6.913,23
-0.438,5.807,6.958,16
-0.378,6.112,7.03,23
-0.576,6.3,6.135,16
-0.528,6.31,6.277,23
-0.293,5.962,7.46,16
-0.657,5.893,8.755,23
-0.7,5.741,8.603,16
-0.457,5.943,8.027,24
-0.188,5.95,7.301,15
-0.338,6.393,6.542,24
-0.502,6.31,6.042,15
-0.555,6.486,6.147,24
-0.5,6.274,6.42,15
-0.476,5.931,6.32,24
-0.593,6.167,6.865,15
-0.398,6.333,5.325,24
-0.355,5.783,7.211,15
-0.443,6.343,7.618,24
-0.067,6.336,7.934,15
0.101,6.498,7.275,24
0.204,6.552,7.853,23
0.287,6.54,8.244,16
0.223,6.405,8.67,23
0.404,6.49,7.082,16
0.237,6.383,9.746,23
0.132,6.54,8.746,16
-0.002,6.076,9.043,24
0.066,6.183,8.353,15
0.22,6.307,7.825,24
-0.01,5.945,8.893,15
-0.502,5.998,9.029,24
-0.447,6.276,7.294,15
-0.44,6.145,7.153,24
-0.514,6.138,8.058,15
-0.478,5.945,7.779,24
-0.7,6.074,6.37,15
-0.131,6.681,6.087,24
-0.362,5.948,8.151,15
-0.624,6.464,7.096,24
-0.276,6.412,7.413,16
-0.34,5.907,6.511,23
-0.424,6.731,5.878,16
-0.129,6.338,5.597,23
-0.255,6.067,7.289,16
-0.493,6.336,6.573,23
-0.638,6.005,6.285,24
-0.609,6.088,6.008,15
-0.655,5.776,5.025,24
-0.307,6.462,4.237,15
-0.421,5.883,5.958,24
-0.319,5.767,7.201,15
-0.378,6.11,6.613,24
-0.174,5.831,7.175,15
-0.319,5.745,7.465,24
-0.014,6.055,7.18,15
-0.152,5.45,9.153,24
-0.155,5.167,8.046,15
-0.464,5.231,8.836,24
-0.333,5.595,7.308,16
-0.105,5.638,8.389,23
0.082,5.862,6.054,16
-0.112,5.51,8.351,23
-0.148,6.15,6.992,16
-0.367,5.736,7.982,23
-0.736,5.21,8.034,16
-0.681,4.879,8.239,23
-0.452,5.074,8.598,16
-0.205,5.165,8.375,23
-0.224,5.472,8.389,16
-0.362,5.538,8.167,23
-0.486,5.531,7.508,24
-0.402,5.25,7.422,15
-0.774,4.769,7.839,24
-0.881,4.453,7.941,15
-0.255,5.138,8.206,24
0.144,5.874,8.405,15
-0.083,5.772,9.377,24
-0.421,5.614,8.182,16
-0.452,5.672,6.601,23
-0.305,5.322,6.506,16
-0.136,5.11,8.213,23
-0.45,4.91,8.453,16
-0.174,4.858,7.675,23
-0.252,5.634,7.087,16
0.068,5.381,8.632,23
0.016,5.488,8.658,16
-0.369,5.748,7.008,23
-0.269,5.417,7.506,16
-0.786,5.576,7.17,23
-0.716,5.634,5.973,16
-0.664,5.65,5.894,23
-0.981,5.272,7.975,24
-0.702,5.029,8.282,15
-0.666,4.953,8.736,24
-0.231,5.855,7.887,15
0.028,5.184,9.201,24
-0.126,5.634,8.42,16
-0.238,5.498,7.699,23
-0.483,5.067,8.651,16
-0.236,5.707,6.327,23
-0.324,5.648,6.382,16
-0.426,5.474,6.687,23
-0.236,5.612,7.203,16
-0.666,5.8,7.377,23
-0.436,5.312,8.084,16
-0.578,5.024,8.951,23
-0.264,5.298,8.351,16
-0.198,5.667,8.958,23
-0.057,5.346,8.943,16
-0.019,5.674,9.051,23
0.02,5.184,9.103,16
-0.145,5.717,8.334,23
-0.083,5.312,8.651,16
-0.636,5.326,8.653,23
-0.474,5.507,7.284,24
-0.293,5.867,6.02,16
-0.617,5.422,5.449,23
-0.467,5.855,5.209,16
-0.714,5.764,6.066,23
-0.857,5.486,6.853,16
-0.655,5.369,7.451,23
-0.083,6.002,6.511,16
-0.343,5.574,7.553,23
-0.559,5.224,6.968,16
-0.681,5.384,7.894,23
-0.414,5.326,6.965,16
-0.269,5.436,8.701,23
-0.474,5.557,7.917,16
-0.421,5.119,8.932,23
-0.226,5.641,7.46,16
-0.471,5.576,7.144,23
-0.071,5.405,6.975,16
-0.314,5.403,8.148,23
-0.328,6.012,7.794,16
-0.136,5.648,9.512,24
-0.309,5.322,8.751,15
-0.414,5.645,8.958,24
-0.202,5.215,8.391,15
-0.433,5.536,8.715,24
-0.01,5.455,8.158,15
-0.462,5.479,8.563,24
-0.324,4.836,9.991,23
-0.259,5.729,7.998,16
-0.581,5.222,9.829,23
-0.138,5.388,8.234,16
-0.319,5.226,8.532,23
0.173,5.55,7.444,16
0.099,5.403,8.791,23
0.004,5.11,9.919,16
0.082,6.062,8.165,23
0.254,5.179,8.11,16
0.447,6.093,7.975,24
0.001,5.436,9.384,15
-0.169,5.269,9.8,24
0.104,5.584,9.179,15
0.256,5.603,9.527,24
-0.245,5.284,9.991,15
0.023,5.75,7.694,24
-0.038,5.534,7.601,15
-0.181,5.2,8.596,24
0.106,5.738,7.665,15
-0.536,5.431,7.934,24
-0.083,5.641,7.418,23
-0.362,5.505,6.937,16
-0.528,5.474,6.877,23
-0.538,5.029,7.658,16
-0.348,5.293,6.387,23
-0.457,5.415,6.482,16
-1.024,5.229,6.732,23
-0.755,5.138,6.135,16
-0.824,5.607,4.959,24
-0.417,5.215,6.094,15
-0.355,5.648,6.518,24
-0.478,5.814,6.147,15
-0.25,5.703,5.982,24
-0.705,5.724,6.087,15
-0.54,5.743,6.496,24
-0.493,5.119,7.768,15
-0.402,5.326,6.958,24
-0.274,5.548,5.72,15
-0.193,5.448,8.006,24
-0.164,5.336,7.308,15
0.13,5.657,6.811,24
-0.298,5.736,8.291,16
-0.155,5.229,8.57,23
-0.407,5.353,8.413,16
0.047,5.776,6.799,23
0.082,5.838,7.353,23
-0.109,5.86,7.049,16
-0.126,6.436,6.208,24
-0.536,6.167,8.006,15
-0.486,4.86,6.513,24
-0.071,6.079,5.937,15
-0.026,4.608,7.618,24
-0.121,5.753,7.072,15
0.016,5.76,8.103,24
-0.164,5.519,8.317,15
-0.243,6.083,7.068,24
-0.267,5.441,7.932,15
-0.476,5.31,7.777,24
-0.348,4.938,7.994,15
0.254,5.845,7.315,24
-0.076,5.743,7.239,16
-0.171,5.505,7.882,23
-0.057,5.707,6.368,16
-0.474,5.453,7.175,23
-0.143,5.348,8.032,16
0.175,5.638,8.134,23
0.232,6.024,8.075,16
-0.238,5.486,8.601,23
-0.381,5.438,7.065,16
-0.19,5.274,6.751,23
-0.014,5.365,7.967,24
0.439,5.543,8.774,15
0.22,5.905,7.725,24
0.044,5.155,8.667,15
-0.245,5.684,5.309,24
0.051,5.326,6.256,15
-0.081,5.188,7.994,24
-0.014,5.255,8.446,15
0.401,5.981,8.041,24
0.149,5.624,8.446,16
-0.443,5.753,7.915,23
-0.164,5.753,5.977,16
0.042,5.712,6.987,23
0.03,5.269,7.634,16
-0.388,5.36,8.272,23
0.151,5.71,7.532,16
-0.224,5.26,7.977,23
-0.262,5.693,7.263,16
-0.214,5.976,5.904,23
-0.048,5.638,6.527,16
-0.162,6.338,5.701,23
-0.045,5.441,8.058,16
-0.405,5.45,10.326,23
-0.233,5.203,7.91,24
-0.102,5.019,7.956,15
0.228,5.296,8.179,24
-0.09,5.631,6.394,15
0.423,6.264,5.459,24
0.035,5.631,7.665,16
0.161,6.069,6.299,23
-0.114,5.45,7.258,16
-0.186,5.31,7.058,23
-0.071,5.553,7.858,16
0.094,5.234,9.708,23
0.382,5.519,9.089,16
0.444,5.812,8.991,23
-0.021,6.088,7.199,16
0.011,5.622,7.313,23
-0.145,6.019,5.856,16
-0.281,5.922,6.313,23
-0.328,5.21,7.439,16
-0.121,5.341,8.503,23
0.139,5.329,8.789,16
-0.121,5.234,9.134,23
0.27,5.843,8.441,16
0.092,5.869,8.034,23
0.113,5.7,6.744,16
-0.169,5.519,6.892,24
-0.157,5.462,6.794,23
-0.259,5.257,7.149,16
0.068,5.448,8.156,23
0.466,5.193,8.763,16
0.237,5.512,9.215,23
0.685,6.141,7.663,16
0.078,5.948,8.394,23
-0.09,5.669,9.177,16
-0.495,5.845,6.977,23
-0.317,4.9,7.927,16
-0.274,5.017,7.57,23
0.649,5.798,8.291,16
0.225,5.855,7.294,23
0.518,5.698,9.196,16
-0.702,5.457,7.658,23
-0.464,5.067,6.694,16
0.047,5.265,8.648,23
-0.248,4.958,8.386,16
0.239,5.964,7.76,24
-0.095,5.703,8.724,15
0.009,4.365,9.491,24
-0.033,5.35,7.808,23
0.173,5.481,7.687,16
0.12,5.476,8.912,23
-0.157,4.834,9.224,16
-0.136,5.215,6.282,23
0.066,5.46,5.847,16
0.27,5.45,8.465,23
0.394,5.705,7.313,16
-0.119,4.681,7.465,23
0.273,4.862,8.232,16
0.166,5.664,7.665,23
-0.029,4.936,7.779,16
0.147,5.557,8.47,23
-0.081,5.71,7.753,16
-0.055,5.231,9.21,23
0.173,4.943,8.996,16
0.118,5.933,6.727,24
0.009,4.772,9.838,15
-0.083,4.789,8.182,24
-0.152,4.938,7.629,15
0.037,5.512,6.094,24
-0.148,5.055,7.225,23
-0.145,4.391,7.97,16
-0.202,5.053,7.66,23
0.204,5.607,7.553,16
0.101,4.829,8.555,23
0.097,4.865,8.494,16
0.47,5.691,7.022,23
0.466,4.401,6.275,16
-0.483,4.489,8.117,23
0.073,5.388,7.91,16
-0.155,4.177,7.944,23
-0.214,4.958,6.749,16
0.435,5.874,5.785,23
0.594,5.257,9.124,16
0.261,5.003,10.191,24
0.12,5.817,7.901,15
0.282,5.043,9.584,24
-0.229,4.648,9.022,15
-0.071,4.931,8.386,24
0.377,5.755,7.746,15
0.147,4.396,8.494,24
0.001,5.553,8.196,15
0.02,5.26,7.546,24
0.173,4.467,8.037,15
-0.05,5.036,6.884,24
-0.371,5.203,8.06,15
0.689,5.193,7.941,24
0.101,5.391,8.484,16
0.468,5.184,9.174,23
-0.2,5.593,7.863,23
-0.043,4.441,7.36,16
-0.486,4.474,6.773,23
-0.167,5.105,6.361,16
-0.079,5.262,7.075,24
0.328,5.219,7.382,15
0.225,5.476,8.379,24
0.22,5.467,8.984,15
0.032,5.084,8.41,24
0.089,5.188,7.691,15
0.454,5.115,7.494,24
0.092,5.972,6.896,15
-0.114,5.041,8.101,24
-0.419,4.888,9.593,15
-0.126,5.305,7.439,24
-0.188,5.338,7.787,15
0.075,4.798,7.615,24
0.061,5.219,8.832,16
0.154,5.515,8.622,23
-0.55,4.608,8.132,16
-0.221,4.986,6.987,23
-0.409,5.029,6.008,23
0.301,5.557,8.72,16
0.589,5.036,9.322,24
-0.074,5.212,9.103,15
0.201,5.553,7.763,24
-0.002,5.581,7.27,15
-0.209,4.336,7.232,24
-0.488,5.091,7.67,15
-0.528,5.16,7.003,24
-0.159,5.193,6.765,15
0.294,4.993,8.132,24
0.17,5.653,8.308,15
0.258,5.557,7.972,24
0.23,5.057,8.072,15
0.132,5.453,8.917,24
-0.274,4.986,9.491,16
-0.186,5.222,9.12,23
-0.012,4.646,7.748,16
-0.383,4.848,6.563,23
-0.226,5.4,6.753,16
-0.183,5.272,8.253,23
-0.386,4.758,7.553,16
-0.112,5.141,6.549,23
0.101,5.586,7.934,24
-0.055,4.974,8.617,15
0.054,5.372,9.091,24
0.004,5.181,8.084,15
-0.2,4.874,7.91,24
0.199,4.998,7.294,15
-0.562,5.3,7.496,24
-0.064,5.267,7.582,15
-0.576,4.405,8.367,24
-0.105,5.01,8.962,15
1.603,5.472,12.309,24
0.423,3.46,7.787,16
0.523,5.503,9.381,23
0.197,5.565,5.906,16
-0.017,5.177,7.439,23
0.028,4.879,7.62,16
-0.378,5.06,8.553,23
-0.328,5.484,8.348,16
-0.293,4.729,7.81,23
0.163,4.977,8.653,16
-0.012,5.781,8.32,23
0.004,4.91,9.636,16
-0.169,5,8.122,23
-0.209,5.703,5.863,16
0.118,4.848,7.477,23
0.373,5.317,7.708,16
-0.257,5.148,8.477,23
-0.597,4.879,9.039,24
-0.343,4.591,8.134,15
0.028,4.879,7.172,24
-0.036,5.038,7.544,16
-0.209,5.148,7.015,23
-0.055,4.696,8.046,16
0.111,5.764,7.146,23
-0.107,4.548,9.808,16
-0.352,4.731,7.708,23
0.028,4.838,7.722,16
0.161,5.674,6.282,23
0.142,4.42,8.698,16
0.037,4.948,10.386,23
-0.374,5.636,7.449,16
0.316,4.648,8.42,23
-0.007,4.772,6.011,16
-0.271,5.253,7.346,23
-0.102,5.081,7.589,16
0.116,5.107,7.989,23
0.211,5.486,8.874,16
0.392,5.124,7.782,23
0.082,5.031,8.096,24
-0.129,4.946,8.336,16
-0.15,5.179,7.372,23
-0.252,4.327,7.51,16
-0.152,5.188,6.727,23
-0.005,5.945,6.189,16
-0.067,4.541,8.72,23
0.204,5.515,8.305,16
-0.169,5.31,7.791,23
0.235,4.929,8.955,16
-0.112,4.91,10.079,23
-0.326,4.912,8.798,16
-0.312,5.395,7.594,23
-0.283,4.841,7.477,16
0.047,5.207,7.201,23
-0.04,5.138,7.501,16
0.113,5.031,8.617,23
-0.109,5.186,8.353,16
-0.402,5.567,9.003,23
0.001,5.022,8.686,16
-0.14,4.869,8.286,24
-0.336,5.312,6.361,15
0.158,4.948,6.563,24
0.056,5.217,7.865,23
0.254,4.71,8.11,16
0.104,5.162,8.453,15
0.18,5.462,9.227,24
0.094,4.984,8.096,23
-0.409,4.589,8.32,16
-0.255,5.545,8.001,23
0.089,5.122,7.727,16
0.056,4.817,6.158,23
-0.269,5.01,6.344,16
-0.062,5.781,7.794,23
-0.167,4.498,9.012,16
-0.374,5.315,8.184,23
-0.248,5.436,7.184,16
-0.067,5.322,8.601,23
0.199,5.312,6.849,16
-0.105,5.426,8.063,24
0.158,5.303,8.379,15
-0.067,5.505,7.649,24
0.132,4.881,8.436,15
-0.464,5.007,8.71,24
0,5.091,7.127,15
-0.031,5.331,7.068,24
0.323,5.15,8.865,15
0.044,5.417,8.177,24
0.035,5.457,7.446,15
-0.286,4.872,8.334,24
-0.367,4.834,7.808,23
-0.314,5.36,7.101,16
-0.152,5.422,7.668,23
-0.052,5.134,7.972,16
-0.19,4.722,8.694,23
0.166,5.369,6.651,16
-0.29,5.407,7.261,23
-0.148,4.348,7.975,16
-0.105,5.517,7.039,24
-0.233,4.815,10.129,15
0.111,5.643,6.67,24
0.12,4.855,7.068,15
-0.14,5.35,7.834,24
0.711,5.629,7.851,15
0.349,5.81,7.315,24
-0.169,4.5,8.61,15
-0.295,5.207,8.36,24
0.199,5.705,7.056,15
-0.34,4.686,8.213,24
0.051,5.06,8.458,15
-0.331,5.562,7.877,24
-0.198,4.877,7.082,16
-0.402,5.224,7.161,23
-0.25,5.25,9.605,23
-0.569,4.984,9.12,16
-0.221,5.041,8.046,23
-0.238,4.981,8.322,16
-0.088,5.453,7.17,24
0.18,5.217,8.256,15
0.042,5.138,8.272,24
-0.017,5.236,8.884,15
-0.005,5.562,7.549,24
-0.271,4.539,9.253,15
-0.25,4.722,8.886,24
-0.288,5.484,7.194,15
-0.281,4.858,6.825,24
-0.174,4.669,7.62,15
0.47,5.724,7.906,24
0.08,4.972,7.884,15
-0.195,5.029,7.032,24
-0.336,5.238,6.42,16
0.094,4.896,8.167,23
-0.174,4.848,8.427,16
-0.49,4.977,8.179,23
0.025,5.493,7.28,16
-0.012,4.748,8.246,23
-0.15,5.484,7.67,16
-0.176,5.069,9.165,23
-0.217,5.029,7.775,24
-0.298,5.086,6.787,15
-0.126,5.06,7.539,24
-0.088,5.124,7.106,15
-0.45,4.774,8.763,24
-0.105,5.534,7.891,15
-0.224,5.057,8.291,24
0.004,4.272,7.675,15
-0.29,5.365,7.708,24
-0.295,4.943,8.884,15
-0.352,4.708,6.594,24
-0.2,4.95,7.496,16
-0.521,5.395,7.094,23
-0.324,4.834,8.282,16
-0.1,4.981,8.396,23
-0.233,5.215,8.196,16
-0.288,4.827,7.27,23
-0.395,4.936,8.458,16
-0.305,5.191,8.289,23
-0.031,5.565,7.796,16
-0.212,4.565,8.182,23
-0.188,5.517,8.037,16
0.066,5.253,9.065,23
-0.355,4.981,8.467,24
-0.25,5.136,8.76,15
-0.205,5.386,7.522,24
-0.055,5.215,5.854,15
-0.1,4.905,8.822,24
0.111,5.643,8.767,15
-0.148,4.043,9.151,24
-0.271,5.179,7.475,16
-0.05,5.174,7.127,23
-0.112,4.884,7.027,16
-0.198,5.326,5.994,23
-0.04,4.924,8.363,16
0.006,5.519,8.532,23
-0.371,4.653,8.977,16
-0.636,5.505,7.482,23
-0.298,5.188,7.572,16
-0.55,5,7.141,23
-0.705,5.029,7.944,16
-0.581,4.998,8.432,23
-0.459,5.05,6.242,16
-0.252,4.822,7.76,23
-0.705,5.445,6.608,16
-0.248,4.972,6.22,23
-0.14,5.495,7.061,24
0.066,5.103,9.446,15
0.392,5.322,7.872,24
-0.214,5.205,8.067,16
0.118,5.157,9.158,23
0.049,4.924,7.622,16
-0.079,5.353,7.17,23
0.154,5.248,7.294,16
0.392,5.165,7.18,23
0.144,5.367,7.889,16
0.054,5.574,8.325,23
-0.086,4.784,10.338,16
-0.357,5.426,7.299,23
-0.086,5.51,7.289,16
-0.264,4.689,9.35,23
-0.862,5.148,8.294,16
-0.24,5.346,7.651,23
-0.455,4.948,8.144,16
-0.386,5.143,8.455,23
-0.343,5.515,7.956,16
-0.55,4.965,8.532,23
-0.612,4.634,8.722,16
-0.731,5.614,7.375,24
-0.495,4.969,7.958,23
-0.359,4.586,7.308,16
-0.595,5.174,7.51,23
-0.217,5.445,7.763,16
0.068,4.984,8.172,23
-0.662,5.031,8.01,16
-0.755,5.198,7.106,23
-0.364,5.193,6.439,16
0.018,4.617,7.582,23
-0.459,6.095,6.808,16
-0.276,5.465,7.684,23
-0.131,5.027,7.603,16
-0.124,5.617,8.853,23
-0.176,5.434,8.191,16
-0.359,5.293,7.396,23
-0.369,5.127,7.644,16
-0.219,5.71,8.215,23
-0.136,5.636,7.925,16
-0.057,5.141,8.603,24
-0.169,5.626,8.136,15
-0.521,5.448,8.839,24
-0.328,5.284,8.529,15
-0.607,5.038,6.937,24
-0.348,5.205,6.853,15
-0.605,5.503,7.375,24
-0.312,4.681,8.213,23
-0.652,5.257,6.982,16
-0.428,5.762,6.849,23
-0.405,5.212,6.846,16
-0.409,4.796,6.961,23
-0.176,5.196,7.196,16
-0.124,5.576,7.777,23
-0.278,5.222,8.355,16
-0.155,4.743,7.665,23
-0.186,5.365,7.579,16
-0.143,5.772,6.782,23
-0.171,5.153,7.879,16
-0.381,5.15,8.305,24
-0.74,5.241,7.72,15
-0.564,5.136,7.122,24
-0.721,5.177,6.834,15
-0.169,5.453,7.57,24
0.232,5.636,8.006,15
-0.202,5.598,8.574,24
0,5.593,9.262,15
-0.783,5.05,6.787,24
-0.157,5.069,8.539,15
-0.109,5.46,8.294,24
-0.328,5.595,7.344,23
-0.524,5.103,8.027,16
-1.176,4.498,7.87,23
-1.062,4.746,8.225,16
-0.443,5.748,4.783,23
0.197,5.926,6.742,16
0.023,5.629,8.451,23
-0.186,5.131,8.363,16
-0.459,5.196,7.856,24
-0.362,5.286,6.365,15
-0.688,5.307,8.308,24
-0.045,5.912,6.427,15
-0.319,5.007,5.975,24
-0.619,6.038,6.587,15
-0.517,4.815,8.927,24
-1.097,4.527,8.432,15
-0.921,5.35,5.678,24
-0.079,5.798,7.096,15
-0.928,5.581,7.327,24
-0.414,5.798,6.504,15
-0.536,5.879,6.861,24
-0.655,5.124,7.794,15
-0.662,5.331,8.553,24
-0.538,5.319,9.272,23
-0.145,5.803,9.208,16
-0.105,5.603,8.275,23
-0.469,6.036,7.691,16
-0.709,6.093,7.163,23
