x,y,z,time_diff
-0.433,-0.066,9.443,20
-0.467,-0.069,9.41,20
-0.476,-0.074,9.403,19
-0.428,-0.052,9.32,20
-0.407,-0.083,9.453,19
-0.419,-0.047,9.381,24
-0.431,-0.062,9.403,19
-0.443,-0.064,9.45,20
-0.433,-0.021,9.391,19
-0.44,-0.055,9.391,20
-0.431,-0.055,9.408,19
-0.443,-0.047,9.386,20
-0.428,-0.043,9.346,19
-0.421,-0.071,9.415,20
-0.414,-0.047,9.396,23
-0.414,-0.074,9.436,20
-0.426,-0.066,9.374,19
-0.481,-0.043,9.42,20
-0.44,-0.016,9.462,19
-0.428,-0.036,9.472,20
-0.469,-0.064,9.408,19
-0.421,-0.05,9.412,20
-0.436,-0.064,9.381,20
-0.462,-0.055,9.448,19
-0.469,-0.057,9.424,23
-0.452,-0.052,9.372,20
-0.443,-0.028,9.412,20
-0.452,-0.043,9.408,19
-0.407,-0.055,9.422,20
-0.469,-0.064,9.408,19
-0.481,-0.024,9.415,20
-0.426,-0.024,9.398,19
-0.445,-0.081,9.377,24
-0.436,-0.062,9.429,19
-0.455,-0.059,9.398,20
-0.426,-0.088,9.32,19
-0.443,-0.05,9.389,20
-0.407,-0.09,9.42,19
-0.462,-0.036,9.405,20
-0.443,-0.036,9.42,19
-0.431,-0.045,9.424,20
-0.452,-0.043,9.4,23
-0.459,-0.038,9.41,20
-0.419,-0.024,9.455,19
-0.409,-0.081,9.42,20
-0.462,-0.105,9.415,19
-0.464,-0.059,9.386,20
-0.44,-0.038,9.389,20
-0.467,-0.033,9.41,23
-0.44,-0.109,9.381,16
-0.44,-0.102,9.341,23
-0.455,-0.038,9.429,20
-0.457,0.004,9.386,19
-0.395,-0.04,9.429,20
-0.452,-0.1,9.436,19
-0.486,-0.062,9.391,20
-0.457,-0.055,9.396,19
-0.45,-0.036,9.393,20
-0.419,-0.071,9.439,19
-0.405,-0.09,9.417,24
-0.462,-0.055,9.381,19
-0.445,-0.055,9.36,20
-0.469,-0.057,9.374,19
-0.445,-0.059,9.417,20
-0.478,-0.097,9.455,19
-0.447,-0.043,9.398,20
-0.459,-0.028,9.353,19
-0.417,-0.057,9.45,24
-0.414,-0.076,9.431,19
-0.457,-0.047,9.458,20
-0.447,-0.047,9.396,19
-0.457,0.011,9.348,20
-0.424,-0.09,9.396,20
-0.395,-0.107,9.398,19
-0.398,0.035,9.422,20
-0.35,0.09,9.436,19
-0.526,-0.1,9.362,24
-0.581,-0.216,9.427,19
-0.409,-0.085,9.443,20
-0.331,0.106,9.512,19
-0.357,0.049,9.396,20
-0.519,-0.159,9.348,19
-0.543,-0.185,9.37,20
-0.395,0.03,9.381,19
-0.319,0.125,9.408,20
-0.424,-0.052,9.374,23
-0.559,-0.235,9.412,20
-0.512,-0.097,9.384,19
-0.357,0.054,9.381,20
-0.34,0.056,9.439,19
-0.462,-0.102,9.431,20
-0.555,-0.195,9.403,19
-0.512,-0.033,9.372,20
-0.364,0.092,9.322,19
-0.3,-0.036,9.474,24
-0.5,-0.178,9.422,19
-0.519,-0.147,9.355,20
-0.462,0.018,9.358,20
-0.348,0.004,9.403,19
-0.393,-0.078,9.479,20
-0.517,-0.171,9.47,19
-0.514,-0.071,9.36,20
-0.409,0.075,9.396,19
-0.312,0.052,9.46,24
-0.421,-0.078,9.484,19
-0.538,-0.131,9.446,20
-0.543,-0.033,9.334,19
-0.4,0.052,9.424,20
-0.321,-0.007,9.51,19
-0.464,-0.105,9.422,20
-0.562,-0.128,9.339,19
-0.528,-0.012,9.324,20
-0.305,0.049,9.184,23
-0.34,-0.114,9.462,20
-0.493,-0.105,8.815,19
-2.099,-0.076,9.553,20
-0.578,-0.757,9.331,19
-0.202,-0.419,9.165,20
-0.633,-0.238,9.51,19
-0.39,-0.195,9.684,20
-0.864,-0.462,9.122,20
-0.512,-0.024,9.339,23
-0.152,0.197,9.691,20
0.42,-0.169,9.458,19
-1.333,-0.571,8.841,20
-1.281,-0.283,9.165,19
-1.057,0.092,9.781,20
0.149,-0.04,9.503,19
0.251,-0.547,9.027,20
-0.488,-0.521,9.251,23
-0.905,-0.535,10.169,20
-1.464,-0.911,8.765,19
0.256,0.159,9.405,20
-0.54,0.304,9.758,19
-0.738,-0.112,9.85,20
-0.897,-0.435,9.655,19
-1.459,-0.869,9.362,20
-0.9,-0.171,9.791,19
-1.95,-0.255,8.958,20
-0.957,-0.371,10.365,23
-1.097,-0.762,9.484,20
-0.195,-0.564,9.42,19
0.806,0.075,10.288,20
-1.319,-0.84,8.515,19
-1.028,-0.85,9.798,20
-0.569,-0.545,9.938,20
1.78,-0.388,10.379,19
1.282,-0.919,8.962,20
1.556,-0.792,8.284,23
0.87,-0.89,9.753,20
0.611,-0.131,9.196,19
-0.833,0.323,9.396,20
-1.016,0.185,9.51,19
0.794,-0.052,9.834,20
1.577,0.025,9.443,19
0.737,0.616,9.543,20
0.244,0.742,9.405,19
0.256,0.444,9.458,24
-0.459,0.13,9.61,19
-0.395,0.078,9.372,20
-0.376,0.056,9.619,19
-0.426,0.18,9.234,20
-0.426,0.132,9.405,19
-0.421,0.066,9.479,20
-0.405,0.035,9.353,23
-0.407,0.094,9.396,20
-0.44,0.142,9.46,19
-0.409,0.116,9.381,20
-0.359,0,9.462,19
-0.374,0.037,9.441,24
-0.381,0.149,9.47,16
-0.428,0.202,9.403,19
-0.357,0.016,9.203,20
-0.424,-0.036,9.45,19
-0.459,0.159,9.543,24
-0.428,0.282,9.417,19
-0.367,0.14,9.41,20
-0.305,-0.081,9.353,19
-0.414,-0.083,9.517,20
-0.495,0.244,9.355,19
-0.443,0.297,9.365,20
-0.352,0.03,9.41,19
-0.367,-0.126,9.479,20
-0.428,0.004,9.455,23
-0.426,0.266,9.327,20
-0.369,0.221,9.389,19
-0.378,-0.04,9.41,20
-0.431,-0.095,9.46,19
-0.455,0.159,9.365,20
-0.431,0.325,9.293,19
-0.443,0.144,9.35,20
-0.431,-0.076,9.417,20
-0.414,-0.04,9.436,19
-0.393,0.23,9.403,23
-0.393,0.261,9.408,20
-0.409,0.063,9.367,20
-0.409,-0.069,9.45,19
-0.417,0.066,9.377,20
-0.378,0.221,9.431,19
-0.409,0.185,9.391,20
-0.409,0.004,9.41,19
-0.4,-0.047,9.381,24
-0.393,0.14,9.37,19
-0.417,0.213,9.384,20
-0.443,0.109,9.374,19
-0.438,-0.055,9.448,20
-0.393,0.033,9.42,19
-0.388,0.163,9.448,20
-0.428,0.171,9.42,19
-0.407,0.035,9.386,24
-0.409,-0.036,9.422,19
-0.369,0.102,9.343,20
-0.362,0.171,9.374,19
-0.412,0.102,9.441,20
-0.459,0.052,9.377,19
-0.381,0.044,9.415,20
-0.405,0.144,9.386,20
-0.395,0.147,9.393,19
-0.476,0.097,9.4,20
-0.355,0.021,9.424,23
-0.352,0.078,9.358,20
-0.393,0.178,9.45,19
-0.438,0.106,9.379,20
-0.421,0.004,9.434,19
-0.348,0.044,9.384,20
-0.357,0.121,9.405,19
-0.367,0.123,9.443,20
-0.431,0.102,9.412,23
-0.395,0.021,9.462,20
-0.352,0.073,9.41,19
-0.355,0.125,9.481,20
-0.386,0.128,9.381,19
-0.464,0.035,9.408,20
-0.405,0.044,9.443,19
-0.374,0.08,9.408,20
-0.374,0.109,9.374,19
-0.414,0.123,9.353,20
-0.431,0.066,9.389,23
-0.386,0.052,9.467,20
-0.39,0.087,9.386,19
-0.383,0.111,9.365,20
-0.433,0.033,9.391,20
-0.428,0.033,9.436,19
-0.421,0.085,9.424,20
-0.402,0.123,9.431,19
-0.405,0.102,9.391,20
-0.431,0.073,9.391,23
-0.388,0.09,9.37,20
-0.367,0.116,9.417,19
-0.383,0.102,9.443,20
-0.421,0.104,9.403,19
-0.469,0.044,9.496,20
-0.393,0.075,9.389,19
-0.386,0.109,9.412,20
-0.367,0.116,9.379,23
-0.393,0.052,9.403,20
-0.395,0.092,9.45,19
-0.381,0.111,9.391,20
-0.398,0.135,9.448,19
-0.383,0.097,9.341,20
-0.421,0.104,9.412,19
-0.345,0.102,9.41,20
-0.352,0.092,9.417,19
-0.386,0.078,9.415,24
-0.409,0.071,9.412,19
-0.39,0.047,9.41,20
-0.398,0.094,9.381,20
-0.393,0.121,9.436,19
-0.424,0.085,9.424,20
-0.431,0.094,9.393,19
-0.35,0.075,9.41,20
-0.362,0.099,9.462,19
-0.405,0.092,9.336,24
-0.424,0.063,9.381,19
-0.371,0.106,9.37,20
-0.419,0.085,9.439,19
-0.4,0.113,9.446,20
-0.438,0.083,9.389,19
-0.398,0.071,9.412,20
-0.39,0.08,9.42,19
-0.398,0.099,9.377,20
-0.412,0.109,9.403,23
-0.469,0.066,9.417,20
-0.405,0.056,9.353,19
-0.398,0.087,9.4,20
-0.374,0.078,9.424,23
-0.4,0.071,9.424,16
-0.438,0.073,9.396,19
-0.405,0.083,9.365,20
-0.388,0.09,9.384,20
-0.405,0.054,9.353,23
-0.386,0.083,9.455,20
-0.402,0.102,9.443,19
-0.359,0.073,9.4,20
-0.386,0.106,9.434,19
-0.409,0.118,9.391,20
-0.395,0.104,9.458,19
-0.371,0.066,9.393,20
-0.428,0.104,9.405,19
-0.402,0.116,9.362,24
-0.414,0.054,9.46,19
-0.407,0.094,9.37,20
-0.412,0.104,9.379,19
-0.405,0.099,9.381,20
-0.378,0.111,9.441,19
-0.383,0.049,9.448,20
-0.39,0.094,9.436,19
-0.409,0.073,9.422,20
-0.39,0.073,9.415,19
-0.367,0.042,9.403,24
-0.443,0.083,9.393,19
-0.462,0.156,9.422,20
-0.39,0.161,9.334,19
-0.35,0.023,9.377,20
-0.405,0.042,9.424,20
-0.471,0.106,9.372,19
-0.402,0.178,9.403,20
-0.409,0.128,9.458,23
-0.343,0.03,9.408,20
-0.393,0.025,9.384,19
-0.409,0.104,9.35,20
-0.424,0.142,9.381,19
-0.386,0.063,9.462,20
-0.386,-0.021,9.365,19
-0.395,0.059,9.379,20
-0.433,0.128,9.391,19
-0.364,0.109,9.41,24
-0.395,0.03,9.289,19
-0.409,0.002,9.396,20
-0.445,0.094,9.312,19
-0.388,0.113,9.431,20
-0.419,0.092,9.393,19
-0.417,0.03,9.481,20
-0.409,0.016,9.372,19
-0.428,0.135,9.377,20
-0.426,0.197,9.462,23
-0.39,0.078,9.377,20
-0.374,0.033,9.491,19
-0.428,0.056,9.35,20
-0.407,0.159,9.412,20
-0.395,0.132,9.346,19
-0.402,0.073,9.441,20
-0.402,0.037,9.41,19
-0.402,0.073,9.391,24
-0.371,0.116,9.548,19
-0.433,0.116,9.179,20
-0.386,0.037,9.398,19
-0.388,0.028,9.489,20
-0.395,0.066,9.374,19
-0.419,0.154,9.434,20
-0.409,0.121,9.331,19
-0.5,0.035,9.067,20
-7.493,0.263,10.426,19
0.644,0.063,9.565,24
-0.957,-0.224,9.024,19
-0.64,-0.271,9.148,20
-0.198,-0.019,9.667,19
-0.847,-0.102,8.967,20
-0.976,-0.002,9.872,19
-0.581,-0.221,9.7,20
-0.552,-0.526,8.884,20
-0.581,-0.328,9.746,19
-0.681,-0.15,9.979,23
0.308,-0.185,10.326,20
-0.564,-0.635,9.867,20
-0.619,-0.438,9.988,19
-0.359,-0.414,9.06,20
-0.743,-0.533,9.41,19
-0.174,0.042,9.534,20
-0.029,-0.116,10.093,19
-0.595,-0.545,8.736,20
-1.531,-0.378,9.608,23
-2.03,-0.6,6.249,20
-1.15,-0.652,8.06,19
0.389,-0.174,10.841,20
0.437,-0.669,9.574,19
0.073,-0.626,9.322,20
0.397,-0.074,9.424,19
1.089,0.787,9.489,20
0.889,0.87,9.272,19
0.356,0.351,9.596,24
-1.054,-0.357,9.534,19
-0.305,-0.428,9.677,20
-0.233,-0.395,9.134,19
-0.576,-0.083,10.365,20
-0.543,-0.45,9.572,20
0.489,0.066,9.853,19
0.237,0.366,10.284,20
-0.198,0.304,9.565,19
0.287,0.068,9.151,24
0.123,0.29,9.241,19
0.492,0.551,9.431,20
-0.05,0.066,9.143,19
-0.564,0.044,9.393,20
0.054,0.011,9.698,19
1.591,0.056,9.648,20
1.453,-0.002,9.591,23
-0.305,-0.176,9.341,16
-0.324,0.023,9.465,23
-0.288,0.061,9.441,20
-0.236,0.104,9.353,19
-0.262,0.063,9.379,20
-0.302,0.083,9.441,19
-0.34,0.006,9.4,20
-0.248,0.063,9.389,19
-0.221,0.068,9.422,20
-0.271,0.023,9.431,19
-0.321,0.061,9.327,24
-0.319,0.04,9.367,19
-0.255,0.109,9.424,20
-0.302,0.09,9.412,20
-0.348,0.073,9.365,19
-0.293,0.021,9.496,20
-0.24,0.13,9.455,19
-0.243,0.03,9.443,20
-0.252,-0.116,9.55,19
-0.357,0.025,9.358,24
-0.374,0.223,9.234,19
-0.181,0.166,9.45,20
-0.229,-0.066,9.462,19
-0.317,-0.033,9.331,20
-0.381,0.08,9.193,19
-0.3,0.19,9.396,20
-0.188,0.083,9.47,19
-0.255,-0.052,9.481,20
-0.352,-0.019,9.315,23
-0.374,0.113,9.424,20
-0.231,0.111,9.393,19
-0.162,-0.005,9.436,20
-0.248,-0.071,9.403,19
-0.395,0.03,9.381,20
-0.286,0.123,9.415,19
-0.174,0.059,9.448,20
-0.243,-0.009,9.327,20
-0.295,-0.002,9.36,19
-0.424,0.073,9.427,24
-0.293,0.113,9.41,19
-0.162,0.083,9.386,20
-0.252,0.011,9.398,19
-0.357,0.037,9.389,20
-0.369,0.075,9.398,19
-0.24,0.085,9.353,20
-0.162,0.025,9.379,19
-0.293,0.037,9.403,24
-0.386,0.075,9.393,15
-0.269,0.111,9.427,24
-0.19,0.054,9.405,19
-0.219,-0.014,9.4,20
-0.338,0.087,9.405,19
-0.352,0.068,9.4,20
-0.274,0.033,9.405,19
-0.238,-0.016,9.355,20
-0.276,0.04,9.443,23
-0.355,0.08,9.436,20
-0.338,0.087,9.436,19
-0.221,0.028,9.384,20
-0.269,0.054,9.441,19
-0.328,0.04,9.398,20
-0.338,0.099,9.465,20
-0.259,0.035,9.474,19
-0.19,0.037,9.365,20
-0.288,0.052,9.377,23
-0.362,0.066,9.424,20
-0.324,0.056,9.405,19
-0.043,0.13,9.398,20
-0.362,-0.036,9.41,19
-0.19,0.083,9.434,20
-0.3,0.078,9.403,19
-0.3,0.071,9.42,20
-0.264,0.035,9.453,19
-0.224,0.018,9.465,24
-0.324,0.035,9.355,19
-0.307,0.071,9.41,20
-0.312,0.049,9.4,19
-0.259,-0.007,9.37,20
-0.231,0.013,9.429,19
-0.25,0.099,9.422,20
-0.271,0.085,9.477,19
-0.3,0.009,9.474,20
-0.24,0.002,9.362,20
-0.238,0.059,9.415,23
-0.264,0.073,9.465,19
-0.278,-0.002,9.379,20
-0.288,0.013,9.439,20
-0.271,0.066,9.377,19
-0.257,0.121,9.408,20
-0.245,0.042,9.439,19
-0.331,0.023,9.448,20
-0.288,0.04,9.422,19
-0.248,0.109,9.386,24
-0.259,0.066,9.431,19
-0.29,0.061,9.398,20
-0.305,-0.005,9.415,19
-0.3,-0.002,9.429,20
-0.307,0.068,9.391,19
-0.267,0.047,9.374,20
-0.283,0.004,9.408,19
-0.24,0.021,9.377,20
-0.281,0.011,10.324,23
-0.252,0.092,9.738,20
-0.302,0.075,9.47,19
-0.305,0.037,9.393,20
-0.238,0.002,9.389,19
-0.281,0.052,9.348,20
-0.35,0.047,9.45,20
-0.314,0.068,9.41,19
-0.257,0.04,9.379,20
-0.252,0.033,9.377,23
-0.281,0.078,9.434,20
-0.305,0.042,9.384,19
-0.305,0.042,9.424,20
-0.269,0.023,9.4,19
-0.286,0.056,9.408,20
-0.264,0.037,9.408,19
-0.29,0.054,9.372,20
-0.278,0.059,9.446,19
-0.274,0.049,9.431,24
-0.307,0.047,9.422,19
-0.3,0.023,9.427,20
-0.274,0.004,9.408,19
-0.212,0.056,9.393,20
-0.295,0.092,9.41,19
-0.324,0.035,9.4,20
-0.328,0.016,9.374,19
-0.3,0.033,9.417,20
-0.252,0.071,9.42,19
-0.252,0.08,9.427,24
-0.274,0.025,9.391,19
-0.29,0.047,9.379,20
-0.357,0.068,9.415,20
-0.317,0.056,9.403,19
-0.267,-0.002,9.398,20
-0.3,0.052,9.37,19
-0.305,0.066,9.431,20
-0.278,0.054,9.362,23
-0.293,0.061,9.415,20
-0.29,0.035,9.374,19
-0.295,0.052,9.472,20
-0.295,0.068,9.479,19
-0.259,0.049,9.439,20
-0.312,0.037,9.398,19
-0.29,0.033,9.489,20
-0.252,0.033,9.42,19
-0.298,0.068,9.35,24
-0.276,0.075,9.4,19
-0.274,0.054,9.393,20
-0.264,0.073,9.472,19
-0.245,0.085,9.346,20
-0.278,0.068,9.381,19
-0.3,0.054,9.46,20
-0.278,0.083,9.35,19
-0.255,0.035,9.534,20
-0.255,0.063,9.427,23
-0.276,0.106,9.429,20
-0.3,-0.009,9.412,20
-0.281,0.044,9.448,19
-0.281,0.08,9.434,20
-0.293,0.08,9.429,19
-0.309,0.052,9.393,20
-0.293,0.023,9.377,19
-0.286,0.023,9.436,24
-0.264,0.068,9.403,19
-0.307,0.059,9.403,20
-0.295,0.073,9.479,19
-0.269,0.068,9.446,20
-0.278,0.033,9.453,19
-0.276,0.044,9.379,20
-0.283,0.035,9.417,19
-0.288,0.071,9.379,20
-0.295,0.063,9.403,19
-0.262,0.059,9.396,24
-0.293,0.023,9.431,19
-0.252,0.025,9.429,20
-0.283,0.009,9.462,19
-0.307,0.056,9.346,20
-0.305,0.113,9.431,19
-0.262,0.037,9.41,20
-0.255,0.016,9.505,20
-0.259,0.061,9.398,19
-0.309,0.083,9.417,24
-0.309,0.104,9.391,19
-0.221,0.004,9.427,20
-0.269,0.002,9.446,19
-0.307,0.092,9.386,20
-0.3,0.111,9.47,19
-0.274,0.037,9.4,20
-0.276,0.08,9.412,19
-0.278,0.025,9.424,20
-0.002,-0.107,9.998,23
-0.35,0.061,8.579,20
-0.343,0.033,9.089,19
-0.271,0.054,9.688,20
-0.248,0.037,9.253,19
-0.295,0.028,9.322,20
-0.267,0.08,9.405,19
