faceBottom,faceLeft,faceRight,faceTop,frameIndex,isFrontFace,noseX,noseY,time,timestamp
-1,-1,-1,-1,10,0,171.0,75.0,1457572120.33,1457572121.11
98,132,202,28,11,1,169.888305664,72.8758468628,1457572121.19,1457572121.23
97,132,201,28,12,1,169.280075073,71.9783477783,1457572121.3,1457572121.34
97,129,203,23,13,1,168.4947052,71.1098175049,1457572121.41,1457572121.44
96,130,201,25,14,1,168.10055542,69.9798355103,1457572121.51,1457572121.55
93,130,199,24,15,1,167.667709351,69.1227340698,1457572121.62,1457572121.65
95,128,201,22,16,1,166.421829224,68.9864807129,1457572121.69,1457572121.71
95,127,200,22,17,1,166.043258667,69.0252456665,1457572121.75,1457572121.79
95,126,199,22,18,1,165.417129517,68.8939971924,1457572121.85,1457572121.88
95,127,198,24,19,1,164.933166504,68.9219741821,1457572121.94,1457572121.98
97,124,200,21,20,1,164.743591309,69.4785995483,1457572122.04,1457572122.08
97,124,200,21,21,1,164.724273682,69.9762115479,1457572122.14,1457572122.17
97,124,200,21,22,1,164.866424561,70.1073150635,1457572122.23,1457572122.26
96,126,201,21,23,1,165.516387939,69.6634292603,1457572122.3,1457572122.33
95,126,199,22,24,1,165.612609863,69.6645050049,1457572122.37,1457572122.4
96,126,201,21,25,1,165.615722656,69.8271636963,1457572122.43,1457572122.46
96,125,201,20,26,1,165.590209961,69.9953460693,1457572122.5,1457572122.53
97,125,201,21,27,1,165.56741333,70.0802612305,1457572122.57,1457572122.6
98,124,202,20,28,1,165.565155029,70.2295303345,1457572122.65,1457572122.67
98,124,202,20,29,1,165.545288086,70.3430023193,1457572122.72,1457572122.75
99,123,200,22,30,1,165.311386108,71.00730896,1457572122.8,1457572122.83
96,124,198,22,31,1,165.180389404,71.2074356079,1457572122.88,1457572122.91
98,124,200,22,32,1,164.949966431,71.4811477661,1457572122.96,1457572122.98
99,124,200,23,33,1,164.855331421,71.5878448486,1457572123.02,1457572123.05
99,124,199,24,34,1,164.836380005,71.6283721924,1457572123.09,1457572123.12
98,124,199,23,35,1,164.75869751,71.3335571289,1457572123.17,1457572123.19
98,124,200,22,36,1,164.863769531,71.1923370361,1457572123.24,1457572123.27
97,124,200,21,37,1,165.492034912,70.9042129517,1457572123.33,1457572123.38
98,125,205,18,38,1,167.474487305,70.2657241821,1457572123.45,1457572123.49
98,127,206,19,39,1,168.619949341,69.5049209595,1457572123.54,1457572123.59
96,128,207,17,40,1,169.858444214,68.2775878906,1457572123.64,1457572123.66
98,126,211,13,41,1,170.240692139,67.8248138428,1457572123.71,1457572123.74
100,124,213,11,42,1,170.987579346,66.7131271362,1457572123.79,1457572123.82
98,125,212,11,43,1,171.688354492,65.8509597778,1457572123.86,1457572123.9
98,125,214,9,44,1,172.377166748,65.2174530029,1457572123.96,1457572124.0
98,124,213,9,45,1,172.498138428,64.999130249,1457572124.06,1457572124.09
98,124,213,9,46,1,171.165756226,65.8930664062,1457572124.15,1457572124.19
98,124,213,9,47,1,170.511077881,67.5699081421,1457572124.24,1457572124.27
101,124,213,12,48,1,170.555130005,68.5269012451,1457572124.32,1457572124.35
102,122,214,10,49,1,170.643035889,69.4061508179,1457572124.39,1457572124.42
108,119,216,11,50,1,170.145233154,70.4205551147,1457572124.46,1457572124.49
107,119,215,11,51,1,169.673095703,70.4758148193,1457572124.53,1457572124.56
104,121,209,16,52,1,168.814224243,70.2459564209,1457572124.61,1457572124.64
103,121,209,15,53,1,168.399780273,70.2753829956,1457572124.72,1457572124.74
102,122,207,17,54,1,168.094451904,70.9410552979,1457572124.8,1457572124.84
103,121,208,16,55,1,166.499465942,70.9978485107,1457572124.89,1457572124.92
103,121,208,16,56,1,165.971405029,70.9486083984,1457572124.98,1457572125.02
104,119,206,17,57,1,165.785125732,71.08644104,1457572125.08,1457572125.12
104,116,206,14,58,1,165.78968811,70.816078186,1457572125.18,1457572125.22
103,118,207,14,59,1,165.766159058,70.3076629639,1457572125.27,1457572125.3
101,118,204,15,60,1,165.786834717,69.8287200928,1457572125.37,1457572125.4
104,118,207,15,61,1,165.812530518,69.4883041382,1457572125.46,1457572125.49
99,121,205,15,62,1,166.040237427,68.9879837036,1457572125.56,1457572125.59
98,121,205,14,63,1,166.197616577,68.8032989502,1457572125.66,1457572125.69
98,121,203,16,64,1,166.406021118,68.5374526978,1457572125.77,1457572125.79
100,121,207,14,65,1,166.681060791,68.2991104126,1457572125.84,1457572125.87
101,120,208,13,66,1,166.873535156,68.2820205688,1457572125.91,1457572125.93
104,118,211,11,67,1,167.251068115,68.4653167725,1457572125.98,1457572126.0
102,120,209,13,68,1,167.8409729,68.7765350342,1457572126.05,1457572126.08
102,120,209,13,69,1,168.144073486,68.717300415,1457572126.12,1457572126.15
-1,-1,-1,-1,70,0,168.957962036,68.623626709,1457572126.2,1457572126.23
98,123,205,16,71,1,169.104797363,68.5964355469,1457572126.3,1457572126.34
97,125,207,15,72,1,169.692901611,68.229347229,1457572126.4,1457572126.43
99,124,209,14,73,1,170.015060425,68.0479812622,1457572126.5,1457572126.53
98,125,209,14,74,1,170.213485718,68.0003509521,1457572126.58,1457572126.6
101,123,212,12,75,1,170.403778076,68.173789978,1457572126.65,1457572126.67
100,124,210,14,76,1,170.604537964,68.1270675659,1457572126.72,1457572126.74
98,126,211,13,77,1,170.956451416,67.8035049438,1457572126.8,1457572126.82
95,127,207,15,78,1,171.370986938,67.1423034668,1457572126.87,1457572126.9
98,126,211,13,79,1,171.599395752,67.0434417725,1457572126.94,1457572126.96
97,125,209,13,80,1,171.825042725,67.5106048584,1457572127.01,1457572127.04
101,125,214,12,81,1,171.783172607,67.8428649902,1457572127.08,1457572127.11
98,125,211,12,82,1,171.915359497,67.7581176758,1457572127.16,1457572127.19
98,125,211,12,83,1,172.20690918,67.5439987183,1457572127.24,1457572127.26
99,126,212,13,84,1,172.884719849,67.3475189209,1457572127.32,1457572127.34
99,126,212,13,85,1,173.572937012,67.2932510376,1457572127.39,1457572127.42
99,128,214,13,86,1,174.217697144,67.45652771,1457572127.47,1457572127.5
98,128,214,12,87,1,174.887496948,67.4403839111,1457572127.54,1457572127.56
100,128,217,11,88,1,175.493637085,67.3693389893,1457572127.62,1457572127.65
100,128,217,11,89,1,175.755889893,67.2580108643,1457572127.73,1457572127.76
