faceBottom,faceLeft,faceRight,faceTop,frameIndex,isFrontFace,noseX,noseY,time,timestamp
135,124,208,51,3,1,168.166671753,100.833335876,1457566821.22,1457566821.39
131,131,208,54,4,1,171.943710327,101.117835999,1457566821.44,1457566821.49
133,133,210,56,5,1,173.636672974,101.731567383,1457566821.55,1457566821.59
132,137,209,60,6,1,175.223999023,103.050994873,1457566821.64,1457566821.67
132,139,209,62,7,1,175.885574341,103.961639404,1457566821.72,1457566821.76
132,140,210,62,8,1,177.504440308,104.196899414,1457566821.82,1457566821.84
130,146,214,62,9,1,182.943161011,103.693603516,1457566821.89,1457566821.91
131,147,216,62,10,1,185.249465942,103.884040833,1457566821.96,1457566821.98
131,148,217,62,11,1,187.209609985,103.967834473,1457566822.02,1457566822.05
130,149,217,62,12,1,188.945999146,103.550720215,1457566822.09,1457566822.11
131,151,221,61,13,1,190.602676392,102.763160706,1457566822.15,1457566822.17
131,153,223,61,14,1,192.304367065,102.114204407,1457566822.21,1457566822.24
130,153,223,60,15,1,193.552108765,101.753379822,1457566822.28,1457566822.31
130,155,224,61,16,1,194.413467407,101.790763855,1457566822.35,1457566822.38
129,155,224,60,17,1,194.838562012,101.832939148,1457566822.42,1457566822.45
128,157,225,60,18,1,195.026748657,101.868438721,1457566822.49,1457566822.52
130,156,225,61,19,1,195.182495117,102.116004944,1457566822.55,1457566822.58
131,154,224,61,20,1,195.254806519,102.407737732,1457566822.63,1457566822.65
132,156,227,61,21,1,195.221084595,102.740394592,1457566822.7,1457566822.72
130,157,224,63,22,1,195.125137329,103.06060791,1457566822.78,1457566822.8
130,156,224,62,23,1,195.097961426,103.190437317,1457566822.86,1457566822.89
131,155,224,62,24,1,195.111434937,103.550483704,1457566822.95,1457566822.98
131,156,225,62,25,1,194.945999146,103.675575256,1457566823.04,1457566823.06
130,157,224,63,26,1,194.75769043,103.734413147,1457566823.1,1457566823.12
131,156,224,63,27,1,194.180618286,103.872619629,1457566823.17,1457566823.19
129,157,223,63,28,1,193.169921875,104.199302673,1457566823.23,1457566823.25
132,154,222,64,29,1,191.740844727,104.765480042,1457566823.29,1457566823.31
134,152,222,64,30,1,189.861190796,105.372596741,1457566823.35,1457566823.37
133,151,220,64,31,1,188.141525269,105.848396301,1457566823.41,1457566823.44
134,150,219,65,32,1,187.256820679,106.02205658,1457566823.49,1457566823.52
134,151,220,65,33,1,187.188613892,105.752250671,1457566823.59,1457566823.62
133,151,220,64,34,1,187.474746704,105.176094055,1457566823.69,1457566823.72
132,150,217,65,35,1,186.867233276,104.719825745,1457566823.78,1457566823.82
133,148,218,63,36,1,186.29725647,104.987030029,1457566823.86,1457566823.88
133,149,218,64,37,1,185.996520996,105.103507996,1457566823.93,1457566823.95
133,148,217,64,38,1,185.808792114,105.044616699,1457566824.0,1457566824.02
131,149,216,64,39,1,184.687698364,104.994285583,1457566824.06,1457566824.09
