,faceBottom,faceLeft,faceRight,faceTop,frameIndex,isFrontFace,noseX,noseY,time,timestamp_x,ax,ay,az,gx,gy,gz,time_diff,timestamp_y,gz_raw,theta
0,-1,-1,-1,-1,16,0,155.25,63.75,1457567004.34,1457567005.46,-13332.0,-564.0,7386.0,-29.0,16.0,-0.0951219512195,2.40453195572,1457567006.55,-18.0,-0.114361885699
1,-1,-1,-1,-1,17,0,156.051589966,62.9132461548,1457567005.53,1457567005.56,-13332.0,-564.0,7386.0,-29.0,16.0,-0.0951219512195,2.40453195572,1457567006.55,-18.0,-0.114361885699
2,-1,-1,-1,-1,18,0,156.927627563,62.7101097107,1457567005.61,1457567005.63,-13332.0,-564.0,7386.0,-29.0,16.0,-0.0951219512195,2.40453195572,1457567006.55,-18.0,-0.114361885699
3,-1,-1,-1,-1,19,0,157.198822021,62.637714386,1457567005.67,1457567005.69,-13332.0,-564.0,7386.0,-29.0,16.0,-0.0951219512195,2.40453195572,1457567006.55,-18.0,-0.114361885699
4,-1,-1,-1,-1,20,0,157.291000366,62.5348930359,1457567005.74,1457567005.76,-13332.0,-564.0,7386.0,-29.0,16.0,-0.0951219512195,2.40453195572,1457567006.55,-18.0,-0.114361885699
5,-1,-1,-1,-1,21,0,157.27645874,62.7785263062,1457567005.8,1457567005.82,-13332.0,-564.0,7386.0,-29.0,16.0,-0.0951219512195,2.40453195572,1457567006.55,-18.0,-0.114361885699
6,-1,-1,-1,-1,22,0,157.035842896,62.8360977173,1457567005.86,1457567005.88,-13332.0,-564.0,7386.0,-29.0,16.0,-0.0951219512195,2.40453195572,1457567006.55,-18.0,-0.114361885699
7,-1,-1,-1,-1,23,0,156.859771729,62.9580688477,1457567005.92,1457567005.94,-13332.0,-564.0,7386.0,-29.0,16.0,-0.0951219512195,2.40453195572,1457567006.55,-18.0,-0.114361885699
8,-1,-1,-1,-1,24,0,156.813934326,63.0342292786,1457567005.99,1457567006.01,-13332.0,-564.0,7386.0,-29.0,16.0,-0.0951219512195,2.40453195572,1457567006.55,-18.0,-0.114361885699
9,-1,-1,-1,-1,25,0,156.744995117,63.1768455505,1457567006.05,1457567006.07,-13332.0,-564.0,7386.0,-29.0,16.0,-0.0951219512195,2.40453195572,1457567006.55,-18.0,-0.114361885699
10,-1,-1,-1,-1,26,0,156.682159424,63.2258033752,1457567006.14,1457567006.17,-13332.0,-564.0,7386.0,-29.0,16.0,-0.0951219512195,2.40453195572,1457567006.55,-18.0,-0.114361885699
11,117,102,218,1,27,1,156.508468628,63.180847168,1457567006.23,1457567006.27,-13332.0,-564.0,7386.0,-29.0,16.0,-0.0951219512195,2.40453195572,1457567006.55,-18.0,-0.114361885699
12,117,101,217,1,28,1,155.44921875,63.1458778381,1457567006.33,1457567006.37,-13332.0,-564.0,7386.0,-29.0,16.0,-0.0951219512195,2.40453195572,1457567006.55,-18.0,-0.114361885699
13,118,100,216,2,29,1,154.987701416,63.2098655701,1457567006.43,1457567006.46,-13332.0,-564.0,7386.0,-29.0,16.0,-0.0951219512195,2.40453195572,1457567006.55,-18.0,-0.114361885699
14,118,99,215,2,30,1,154.441848755,63.2105636597,1457567006.51,1457567006.54,-13332.0,-564.0,7386.0,-29.0,16.0,-0.0951219512195,2.40453195572,1457567006.55,-18.0,-0.114361885699
15,118,100,216,2,31,1,154.198135376,63.2819595337,1457567006.58,1457567006.62,-13368.0,-550.0,7504.0,-29.0,17.0,-0.0951219512195,0.105935096741,1457567006.65,-17.0,-0.124438638803
16,118,100,216,2,32,1,154.017745972,63.6151885986,1457567006.66,1457567006.69,-13368.0,-550.0,7504.0,-29.0,17.0,-0.0951219512195,0.105935096741,1457567006.65,-17.0,-0.124438638803
17,118,100,216,2,33,1,153.97328186,63.6518096924,1457567006.74,1457567006.77,-13298.0,-524.0,7394.0,-30.0,15.0,-0.0951219512195,0.101000070572,1457567006.75,-17.0,-0.13404596259
18,118,100,216,2,34,1,154.052246094,63.6129455566,1457567006.83,1457567006.86,-13338.0,-506.0,7500.0,-30.0,17.0,-0.0951219512195,0.101608991623,1457567006.86,-18.0,-0.143711208134
19,118,100,216,2,35,1,154.250350952,63.4601974487,1457567006.9,1457567006.93,-13344.0,-516.0,7296.0,-29.0,17.0,-0.156097560976,0.106312990189,1457567006.96,-17.0,-0.157065156902
20,118,100,216,2,36,1,154.427276611,63.5080718994,1457567006.98,1457567007.01,-13344.0,-516.0,7296.0,-29.0,17.0,-0.156097560976,0.106312990189,1457567006.96,-17.0,-0.157065156902
21,117,101,217,1,37,1,154.65864563,63.6084442139,1457567007.06,1457567007.09,-13340.0,-520.0,7426.0,-30.0,18.0,-0.156097560976,0.0980508327484,1457567007.06,-18.0,-0.172370652745
22,118,100,216,2,38,1,155.054931641,63.5293045044,1457567007.14,1457567007.18,-13342.0,-474.0,7442.0,-29.0,17.0,-0.156097560976,0.106158018112,1457567007.17,-18.0,-0.188941660451
23,118,100,216,2,39,1,155.352874756,63.3767623901,1457567007.23,1457567007.27,-13286.0,-580.0,7436.0,-29.0,17.0,-0.156097560976,0.104535102844,1457567007.27,-17.0,-0.205259335041
24,-1,-1,-1,-1,40,0,155.474365234,63.1620483398,1457567007.31,1457567007.34,-13318.0,-490.0,7442.0,-29.0,16.0,-0.156097560976,0.103000879288,1457567007.37,-18.0,-0.221337521076
25,118,100,216,2,41,1,155.367340088,63.4515075684,1457567007.4,1457567007.44,-13350.0,-532.0,7432.0,-29.0,17.0,-0.156097560976,0.100363016129,1457567007.47,-19.0,-0.237003943106
26,118,100,216,2,42,1,154.985839844,63.7272033691,1457567007.49,1457567007.54,-13348.0,-570.0,7478.0,-29.0,17.0,-0.156097560976,0.101206064224,1457567007.58,-17.0,-0.252801962887
27,118,100,216,2,43,1,154.679901123,63.8632049561,1457567007.59,1457567007.64,-13320.0,-532.0,7358.0,-29.0,16.0,-0.0951219512195,0.103317022324,1457567007.68,-18.0,-0.265779588862
28,118,100,216,2,44,1,154.864425659,63.8237304688,1457567007.69,1457567007.72,-13320.0,-532.0,7358.0,-29.0,16.0,-0.0951219512195,0.103317022324,1457567007.68,-18.0,-0.265779588862
29,117,101,217,1,45,1,154.788238525,63.2395401001,1457567007.77,1457567007.8,-13316.0,-558.0,7420.0,-29.0,16.0,-0.0951219512195,0.106456041336,1457567007.79,-17.0,-0.275905895233
30,-1,-1,-1,-1,46,0,154.379974365,62.9556007385,1457567007.85,1457567007.87,-13288.0,-596.0,7436.0,-30.0,16.0,-0.0951219512195,0.105618953705,1457567007.89,-17.0,-0.285952576195
31,-1,-1,-1,-1,47,0,153.91619873,62.8783874512,1457567007.91,1457567007.93,-13288.0,-596.0,7436.0,-30.0,16.0,-0.0951219512195,0.105618953705,1457567007.89,-17.0,-0.285952576195
32,-1,-1,-1,-1,48,0,153.645050049,62.9567527771,1457567007.98,1457567008.0,-13316.0,-522.0,7428.0,-31.0,17.0,-0.0951219512195,0.100300073624,1457567007.99,-17.0,-0.295493314906
33,-1,-1,-1,-1,49,0,153.607269287,62.8740234375,1457567008.05,1457567008.07,-13304.0,-518.0,7404.0,-29.0,17.0,-0.0951219512195,0.101905822754,1457567008.09,-17.0,-0.305186795607
34,-1,-1,-1,-1,50,0,153.914169312,62.7440719604,1457567008.11,1457567008.13,-13304.0,-518.0,7404.0,-29.0,17.0,-0.0951219512195,0.101905822754,1457567008.09,-17.0,-0.305186795607
35,-1,-1,-1,-1,51,0,154.16569519,62.657623291,1457567008.18,1457567008.2,-13284.0,-500.0,7456.0,-29.0,16.0,-0.156097560976,0.102603197098,1457567008.2,-18.0,-0.318074758169
36,-1,-1,-1,-1,52,0,154.078918457,62.729675293,1457567008.24,1457567008.27,-13330.0,-514.0,7430.0,-29.0,17.0,-0.156097560976,0.106817960739,1457567008.3,-18.0,-0.334748781309
37,-1,-1,-1,-1,53,0,153.787582397,62.8153190613,1457567008.32,1457567008.34,-13330.0,-514.0,7430.0,-29.0,17.0,-0.156097560976,0.106817960739,1457567008.3,-18.0,-0.334748781309
38,-1,-1,-1,-1,54,0,153.569259644,62.9257316589,1457567008.39,1457567008.41,-13340.0,-548.0,7430.0,-29.0,16.0,-0.156097560976,0.100811958313,1457567008.4,-18.0,-0.350485282119
39,-1,-1,-1,-1,55,0,153.413726807,62.9641265869,1457567008.47,1457567008.49,-13334.0,-508.0,7412.0,-29.0,16.0,-0.156097560976,0.102416038513,1457567008.51,-18.0,-0.366472175935
40,-1,-1,-1,-1,56,0,153.369781494,63.0016059875,1457567008.53,1457567008.55,-13334.0,-508.0,7412.0,-29.0,16.0,-0.156097560976,0.102416038513,1457567008.51,-18.0,-0.366472175935
41,-1,-1,-1,-1,57,0,153.528442383,63.1227035522,1457567008.6,1457567008.62,-13316.0,-544.0,7480.0,-30.0,15.0,-0.0951219512195,0.103603839874,1457567008.61,-17.0,-0.379485828993
42,-1,-1,-1,-1,58,0,153.884765625,63.2079086304,1457567008.67,1457567008.69,-13322.0,-594.0,7450.0,-28.0,16.0,-0.0951219512195,0.102409124374,1457567008.71,-17.0,-0.389227184726
43,-1,-1,-1,-1,59,0,154.116134644,63.2643280029,1457567008.74,1457567008.77,-13358.0,-592.0,7506.0,-31.0,16.0,-0.156097560976,0.100538015366,1457567008.81,-18.0,-0.401855740315
44,-1,-1,-1,-1,60,0,154.262695312,63.3121261597,1457567008.81,1457567008.83,-13358.0,-592.0,7506.0,-31.0,16.0,-0.156097560976,0.100538015366,1457567008.81,-18.0,-0.401855740315
45,117,101,217,1,61,1,154.485412598,63.5802307129,1457567008.89,1457567008.92,-13288.0,-558.0,7406.0,-30.0,16.0,-0.156097560976,0.102383852005,1457567008.91,-18.0,-0.417837609896
46,118,100,216,2,62,1,154.473602295,63.7482147217,1457567008.96,1457567008.99,-13288.0,-558.0,7458.0,-29.0,17.0,-0.156097560976,0.109044075012,1457567009.02,-18.0,-0.434859124044
