,ax,ay,az,gx,gy,gz,time_diff,timestamp_x,gz_raw,theta,faceBottom,faceLeft,faceRight,faceTop,isFrontFace,noseX,noseY,time,timestamp_y
135,-13168.0,828.0,7444.0,-7.0,2.0,18.7463414634,0.10317492485,1449015479.78,410.0,4.65120347099,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
136,-13104.0,2130.0,7576.0,-17.0,0.0,18.7463414634,0.110439062119,1449015479.89,292.0,6.72153184036,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
137,-13090.0,2506.0,7534.0,-28.0,0.0,3.0756097561,0.114727020264,1449015480.01,35.0,7.97331556024,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
138,-13080.0,1864.0,7492.0,-29.0,11.0,-0.643902439024,0.110471010208,1449015480.12,-26.0,8.10763214216,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
139,-13158.0,2034.0,7566.0,-42.0,8.0,-6.68048780488,0.101714134216,1449015480.22,-125.0,7.735135136,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
140,-13144.0,1190.0,7466.0,-49.0,11.0,-11.2536585366,0.102349996567,1449015480.32,-305.0,6.81735522776,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
141,-13246.0,930.0,7420.0,-38.0,18.0,-11.2536585366,0.102492809296,1449015480.42,-200.0,5.66393614949,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
142,-13254.0,1212.0,7566.0,-36.0,15.0,-11.2536585366,0.102672100067,1449015480.53,-127.0,4.5084993941,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
143,-13250.0,994.0,7430.0,-38.0,31.0,-8.26585365854,0.114110946655,1449015480.64,-307.0,3.39480438669,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
144,-13326.0,-622.0,7496.0,-31.0,25.0,-8.26585365854,0.104809999466,1449015480.75,-151.0,2.52846026915,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
145,-13248.0,122.0,7478.0,-26.0,17.0,0.575609756098,0.103352069855,1449015480.85,-6.0,2.13105895665,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
146,-13338.0,14.0,7360.0,-16.0,23.0,3.19756097561,0.107540845871,1449015480.96,37.0,2.3339439427,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
147,-13366.0,700.0,7338.0,-31.0,6.0,3.19756097561,0.101866006851,1449015481.06,43.0,2.65966671095,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
148,-13334.0,358.0,7380.0,-29.0,16.0,-0.521951219512,0.128393173218,1449015481.19,-24.0,2.83143172439,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
149,-12984.0,2202.0,7734.0,-29.0,21.0,-9.18048780488,0.131109952927,1449015481.32,-166.0,2.1953885625,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
150,-13402.0,-182.0,7316.0,-47.0,36.0,-24.7292682927,0.115711927414,1449015481.43,-421.0,0.233506944412,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
151,-13298.0,-636.0,7436.0,-46.0,32.0,-26.8024390244,0.103996038437,1449015481.54,-455.0,-2.44603976302,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
152,-13240.0,-1494.0,7294.0,-51.0,31.0,-26.8024390244,0.118724107742,1449015481.66,-465.0,-5.62813542151,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
153,-13224.0,-2062.0,7386.0,-47.0,22.0,-23.2658536585,0.104049921036,1449015481.76,-397.0,-8.23293637154,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
154,-13244.0,-2902.0,7232.0,-44.0,23.0,-22.1682926829,0.106966972351,1449015481.87,-374.0,-10.6629129093,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
155,-12916.0,-3468.0,7492.0,-41.0,29.0,-21.8634146341,0.111850976944,1449015481.98,-379.0,-13.1254076492,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
156,-13028.0,-4312.0,7340.0,-40.0,20.0,-13.2048780488,0.105483055115,1449015482.08,-232.0,-14.9749629742,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
157,-12878.0,-4152.0,7232.0,-27.0,18.0,0.758536585366,0.113210916519,1449015482.2,-3.0,-15.6794938364,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
158,-12942.0,-4036.0,7124.0,-12.0,14.0,3.01463414634,0.117895126343,1449015482.32,34.0,-15.4570746163,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
159,-12992.0,-4044.0,7278.0,-13.0,20.0,5.45365853659,0.102999925613,1449015482.42,74.0,-15.0209578581,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
160,-13006.0,-3952.0,7346.0,-21.0,6.0,13.1975609756,0.102790117264,1449015482.52,201.0,-14.0623773377,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
161,-13076.0,-3258.0,7218.0,-8.0,4.0,23.9292682927,0.101944923401,1449015482.62,377.0,-12.1699314548,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
162,-13180.0,-2328.0,7048.0,-2.0,1.0,26.7951219512,0.102288007736,1449015482.73,424.0,-9.57568304393,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
163,-13002.0,-2130.0,6766.0,4.0,-7.0,39.0512195122,0.105576992035,1449015482.83,625.0,-6.09975370983,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
164,-13392.0,-738.0,7524.0,9.0,-27.0,39.0512195122,0.102958917618,1449015482.93,849.0,-2.0790824172,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
165,-13238.0,1554.0,7566.0,-6.0,1.0,27.2219512195,0.103937149048,1449015483.04,431.0,1.36503979491,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
166,-13282.0,864.0,7528.0,-21.0,11.0,27.2219512195,0.102439880371,1449015483.14,147.0,4.1536532213,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
167,-13158.0,934.0,7546.0,-5.0,-4.0,27.8317073171,0.11340713501,1449015483.25,447.0,7.27539206452,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
168,-12816.0,2358.0,7696.0,-6.0,-12.0,27.8317073171,0.111951828003,1449015483.37,441.0,10.3912025751,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
169,-13024.0,3250.0,7580.0,-9.0,14.0,21.3682926829,0.111948013306,1449015483.48,323.0,13.1451237024,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
170,-12838.0,3016.0,7562.0,-10.0,-3.0,20.6365853659,0.105796098709,1449015483.58,335.0,15.3670998146,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
171,-12544.0,4298.0,7682.0,-30.0,2.0,7.34390243902,0.10410785675,1449015483.69,105.0,16.8235941227,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
172,-12650.0,3592.0,7596.0,-29.0,6.0,5.27073170732,0.108533143997,1449015483.8,67.0,17.5081470748,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
173,-12482.0,4148.0,7622.0,-25.0,8.0,5.02682926829,0.107014894485,1449015483.9,71.0,18.0591432755,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
174,-12598.0,4198.0,7512.0,-28.0,16.0,0.392682926829,0.110257148743,1449015484.01,-9.0,18.3579132566,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
175,-12562.0,4050.0,7650.0,-35.0,11.0,0.392682926829,0.11251282692,1449015484.13,-11.0,18.4020951227,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
176,-12470.0,4202.0,7704.0,-26.0,17.0,0.270731707317,0.103518009186,1449015484.23,-8.0,18.4364328038,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
177,-12456.0,4454.0,7576.0,-25.0,20.0,-3.20487804878,0.111205101013,1449015484.34,-68.0,18.2732867837,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
178,-12708.0,4128.0,7588.0,-42.0,30.0,-14.4853658537,0.104146003723,1449015484.44,-253.0,17.35210268,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
179,-12842.0,2986.0,7590.0,-49.0,30.0,-23.8146341463,0.10485291481,1449015484.55,-429.0,15.3441693614,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
180,-13014.0,2786.0,7464.0,-49.0,31.0,-25.2170731707,0.100626945496,1449015484.65,-406.0,12.8772138915,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
181,-13028.0,2418.0,7636.0,-46.0,41.0,-27.412195122,0.106154203415,1449015484.76,-488.0,10.0838048656,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
182,-13082.0,1444.0,7464.0,-46.0,40.0,-27.412195122,0.105871915817,1449015484.86,-465.0,7.18162325126,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
183,-13114.0,906.0,7564.0,-35.0,42.0,-27.412195122,0.10259604454,1449015484.96,-458.0,4.36924045958,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
184,-13402.0,-440.0,7392.0,-41.0,41.0,-27.2902439024,0.105088949203,1449015485.07,-496.0,1.49492954161,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
185,-13446.0,-846.0,7248.0,-37.0,40.0,-27.2902439024,0.110164880753,1449015485.18,-463.0,-1.51149692361,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
186,-13384.0,-2068.0,7278.0,-41.0,28.0,-19.4243902439,0.107388019562,1449015485.29,-334.0,-4.01979294637,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
187,-13182.0,-2658.0,7456.0,-2.0,20.0,2.16097560976,0.103816986084,1449015485.39,20.0,-4.91591078479,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
188,-13226.0,-1520.0,7484.0,-23.0,14.0,6.36829268293,0.111945152283,1449015485.5,89.0,-4.43850566585,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
189,-13456.0,-1784.0,7224.0,-20.0,13.0,9.41707317073,0.112488031387,1449015485.62,139.0,-3.55067330105,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
190,-13338.0,-1066.0,7290.0,-18.0,8.0,9.41707317073,0.105657815933,1449015485.72,248.0,-2.55568591734,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
191,-13360.0,-724.0,7344.0,-24.0,11.0,16.0634146341,0.103778123856,1449015485.83,113.0,-1.23352730768,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
192,-13214.0,-272.0,7342.0,-14.0,5.0,25.8804878049,0.116313934326,1449015485.94,409.0,1.20580284915,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
193,-13196.0,662.0,7566.0,-17.0,6.0,25.8804878049,0.104423999786,1449015486.05,430.0,3.90834690216,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
194,-13270.0,1366.0,7490.0,-19.0,5.0,10.5756097561,0.113662004471,1449015486.16,158.0,5.98018346414,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
195,-13310.0,818.0,7448.0,-26.0,18.0,-0.0951219512195,0.107825040817,1449015486.27,-17.0,6.54521297682,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
196,-13254.0,850.0,7502.0,-26.0,12.0,-0.0951219512195,0.103568077087,1449015486.37,-19.0,6.53536137924,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
197,-13332.0,922.0,7382.0,-27.0,13.0,0.209756097561,0.10323381424,1449015486.47,-12.0,6.54127843932,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
198,-13236.0,822.0,7418.0,-28.0,11.0,0.270731707317,0.104401111603,1449015486.58,-11.0,6.56636016979,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
199,-13274.0,976.0,7470.0,-32.0,11.0,0.270731707317,0.105828046799,1449015486.68,32.0,6.59501117759,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
200,-13258.0,1144.0,7410.0,-28.0,12.0,-0.948780487805,0.103606939316,1449015486.79,-31.0,6.55988589816,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
201,-13198.0,1082.0,7448.0,-31.0,19.0,-4.05853658537,0.102626085281,1449015486.89,-130.0,6.30294522367,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
202,-13264.0,336.0,7448.0,-32.0,18.0,-4.05853658537,0.105576992035,1449015487.0,-82.0,5.87445713892,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
203,-13288.0,498.0,7492.0,-27.0,17.0,1.18536585366,0.106021881104,1449015487.1,4.0,5.72214765607,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
204,-13366.0,690.0,7406.0,-24.0,14.0,1.18536585366,0.104158163071,1449015487.21,36.0,5.84561318595,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
205,-13402.0,1050.0,7394.0,-44.0,2.0,-3.81463414634,0.103325843811,1449015487.31,-78.0,5.70977750348,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
206,-13386.0,282.0,7420.0,-31.0,23.0,-3.81463414634,0.108783006668,1449015487.42,-115.0,5.2948101317,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
207,-13302.0,276.0,7518.0,-33.0,14.0,-2.71707317073,0.107120990753,1449015487.53,-60.0,4.94496865214,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
208,-13280.0,420.0,7430.0,-28.0,15.0,0.209756097561,0.101412057877,1449015487.63,-12.0,4.81783256007,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
209,-13342.0,356.0,7396.0,-27.0,16.0,0.270731707317,0.119767904282,1449015487.75,-11.0,4.84660606879,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
210,-13314.0,324.0,7440.0,-26.0,19.0,0.880487804878,0.104187011719,1449015487.85,-1.0,4.90657712919,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
211,-13372.0,448.0,7450.0,-18.0,20.0,2.40487804878,0.104727983475,1449015487.96,24.0,5.0786119996,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
212,-13288.0,304.0,7426.0,-31.0,11.0,4.72195121951,0.106084108353,1449015488.06,62.0,5.45663366376,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
213,-13308.0,340.0,7418.0,-27.0,7.0,7.34390243902,0.10182094574,1449015488.16,105.0,6.07091197909,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
214,-13262.0,994.0,7390.0,-19.0,10.0,7.34390243902,0.105297088623,1449015488.27,140.0,6.84420352505,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
215,-13148.0,1344.0,7466.0,-24.0,11.0,2.95365853659,0.116148948669,1449015488.39,33.0,7.44222896564,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
216,-13334.0,992.0,7398.0,-28.0,13.0,2.95365853659,0.102068901062,1449015488.49,-3.0,7.74370564658,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
217,-13168.0,1038.0,7432.0,-23.0,13.0,6.49024390244,0.113229990005,1449015488.6,91.0,8.27837213598,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
218,-13250.0,1684.0,7442.0,-24.0,9.0,6.49024390244,0.105079174042,1449015488.71,100.0,8.96036160457,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
219,-13172.0,1508.0,7438.0,-30.0,10.0,-0.948780487805,0.11095905304,1449015488.82,-31.0,9.26779937104,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
220,-13368.0,516.0,7346.0,-42.0,14.0,-8.93658536585,0.11296081543,1449015488.93,-162.0,8.70946987722,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
221,-13210.0,560.0,7490.0,-43.0,13.0,-8.93658536585,0.102104187012,1449015489.03,-183.0,7.79700709378,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
222,-13342.0,644.0,7464.0,-30.0,21.0,-5.46097560976,0.111021995544,1449015489.14,-95.0,6.99778411854,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
223,-13240.0,948.0,7392.0,-32.0,18.0,-5.46097560976,0.111825942993,1449015489.25,-105.0,6.38710537131,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
224,-13228.0,1136.0,7480.0,-44.0,32.0,-22.1682926829,0.106180906296,1449015489.36,-417.0,4.92025499751,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
225,-13402.0,-634.0,7382.0,-47.0,31.0,-22.1682926829,0.107964038849,1449015489.47,-379.0,2.52687658508,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
226,-13284.0,-1352.0,7350.0,-29.0,20.0,-5.46097560976,0.115125894547,1449015489.58,-105.0,0.936454471146,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
227,-13392.0,-658.0,7414.0,-27.0,14.0,0.331707317073,0.106297016144,1449015489.69,-10.0,0.66384151389,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
228,-13406.0,-1008.0,7348.0,-15.0,23.0,2.89268292683,0.106815099716,1449015489.8,53.0,0.836048296603,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
229,-13390.0,-430.0,7412.0,-28.0,13.0,2.89268292683,0.107425928116,1449015489.9,32.0,1.14679744476,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
230,-13322.0,-486.0,7314.0,-27.0,19.0,2.89268292683,0.115303039551,1449015490.02,-8.0,1.48033257868,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
231,-13346.0,-728.0,7332.0,-26.0,14.0,4.90487804878,0.106984138489,1449015490.13,65.0,1.89744025033,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
232,-13384.0,72.0,7296.0,-17.0,2.0,6.91707317073,0.109866857529,1449015490.24,255.0,2.5468605655,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
233,-13290.0,848.0,7426.0,-22.0,8.0,6.91707317073,0.101743936539,1449015490.34,98.0,3.25063081922,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
234,-13356.0,136.0,7336.0,-27.0,16.0,0.148780487805,0.109845161438,1449015490.45,-14.0,3.63870573713,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
235,-13300.0,164.0,7492.0,-30.0,13.0,0.148780487805,0.104722976685,1449015490.55,-13.0,3.65428647268,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
236,-13300.0,78.0,7494.0,-26.0,13.0,5.69756097561,0.104722976685,1449015490.66,78.0,3.96040961306,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
237,-13316.0,632.0,7434.0,-23.0,9.0,10.0268292683,0.110190868378,1449015490.77,150.0,4.82675172091,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
238,-13338.0,636.0,7476.0,-24.0,10.0,10.0268292683,0.101188182831,1449015490.87,149.0,5.84134835412,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
239,-13236.0,1556.0,7468.0,-25.0,8.0,2.28292682927,0.105500936508,1449015490.97,22.0,6.49069375236,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
240,-13274.0,1076.0,7480.0,-27.0,13.0,0.209756097561,0.106609106064,1449015491.08,-12.0,6.62356510162,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
241,-13266.0,1010.0,7390.0,-27.0,15.0,0.209756097561,0.110525846481,1449015491.19,-12.0,6.64674857186,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
242,-13242.0,1172.0,7456.0,-27.0,17.0,0.331707317073,0.103168010712,1449015491.29,-10.0,6.67467942354,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
243,-13358.0,832.0,7354.0,-31.0,16.0,1.06341463415,0.105926036835,1449015491.4,2.0,6.74856929314,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
244,-13172.0,1020.0,7384.0,-22.0,17.0,1.06341463415,0.103358983994,1449015491.5,89.0,6.85848274929,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
245,-13326.0,1250.0,7538.0,-31.0,11.0,-0.643902439024,0.11324095726,1449015491.62,-26.0,6.88223573057,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
246,-13268.0,1358.0,7464.0,-30.0,8.0,-3.93658536585,0.10343003273,1449015491.72,-103.0,6.64535572878,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
247,-13282.0,1092.0,7502.0,-32.0,17.0,-3.93658536585,0.110839128494,1449015491.83,-80.0,6.20902803758,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
248,-13246.0,838.0,7452.0,-32.0,15.0,-3.93658536585,0.112696886063,1449015491.94,-58.0,5.76538712513,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
249,-13258.0,948.0,7474.0,-33.0,16.0,-4.8512195122,0.109837055206,1449015492.05,-95.0,5.28277382037,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
250,-13308.0,664.0,7470.0,-31.0,20.0,-4.91219512195,0.109174013138,1449015492.16,-105.0,4.7498182416,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
251,-13228.0,680.0,7448.0,-33.0,15.0,-5.46097560976,0.105563879013,1449015492.27,-96.0,4.20230217154,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
252,-13338.0,520.0,7442.0,-32.0,20.0,-4.91219512195,0.103083133698,1449015492.37,-109.0,3.66765269884,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
253,-13298.0,148.0,7374.0,-30.0,19.0,-4.30243902439,0.10134100914,1449015492.47,-86.0,3.20074253722,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
254,-13324.0,322.0,7402.0,-31.0,14.0,-4.30243902439,0.103479862213,1449015492.58,-73.0,2.7555267398,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
255,-13294.0,198.0,7454.0,-36.0,22.0,-13.7536585366,0.10341501236,1449015492.68,-247.0,1.82189096358,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
256,-13304.0,-954.0,7484.0,-36.0,27.0,-13.7536585366,0.10183596611,1449015492.78,-241.0,0.421273858954,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
257,-13446.0,-564.0,7350.0,-20.0,19.0,1.1243902439,0.10174703598,1449015492.88,3.0,-0.221221448735,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
258,-13442.0,-654.0,7328.0,-17.0,22.0,3.80731707317,0.105776071548,1449015492.99,47.0,0.0396068642779,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
259,-13410.0,-482.0,7418.0,-28.0,10.0,4.66097560976,0.121127843857,1449015493.11,61.0,0.552479881194,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
260,-13362.0,-146.0,7370.0,-23.0,11.0,4.66097560976,0.108526229858,1449015493.22,76.0,1.05831799158,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
261,-13356.0,-68.0,7392.0,-25.0,15.0,1.36829268293,0.10370182991,1449015493.32,7.0,1.37094106907,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
262,-13342.0,-194.0,7402.0,-27.0,16.0,1.36829268293,0.10503411293,1449015493.43,2.0,1.51465847725,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
263,-13376.0,-294.0,7338.0,-21.0,10.0,9.23414634146,0.115196943283,1449015493.54,136.0,2.12534276073,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
264,-13262.0,262.0,7416.0,-20.0,9.0,10.2097560976,0.105784893036,1449015493.65,182.0,3.15377833058,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
265,-13338.0,708.0,7418.0,-20.0,15.0,10.2097560976,0.108969211578,1449015493.76,152.0,4.26632740294,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
266,-13332.0,814.0,7450.0,-23.0,14.0,5.39268292683,0.108456850052,1449015493.87,73.0,5.1124230978,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
267,-13276.0,878.0,7444.0,-29.0,11.0,3.74634146341,0.109421014786,1449015493.98,19.0,5.61242375926,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
268,-13308.0,822.0,7412.0,-27.0,11.0,2.70975609756,0.105911016464,1449015494.08,46.0,5.9543096868,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
269,-13320.0,960.0,7430.0,-28.0,15.0,3.74634146341,0.107468128204,1449015494.19,29.0,6.30122204699,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
270,-13266.0,1108.0,7496.0,-23.0,11.0,2.70975609756,0.115031957626,1449015494.3,72.0,6.67255081752,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
271,-13240.0,1184.0,7410.0,-31.0,8.0,-0.582926829268,0.115042924881,1449015494.42,-25.0,6.7948891474,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
272,-13180.0,1178.0,7564.0,-37.0,9.0,-2.22926829268,0.10250210762,1449015494.52,-52.0,6.65076118388,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
273,-13188.0,900.0,7472.0,-29.0,15.0,-2.22926829268,0.102746009827,1449015494.62,-56.0,6.42171276197,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
