faceBottom,faceLeft,faceRight,faceTop,frameIndex,isFrontFace,noseX,noseY,time,timestamp
-1,-1,-1,-1,9,0,176.333328247,77.3333358765,1457567815.34,1457567816.1
105,142,217,30,10,1,178.063110352,78.3796081543,1457567816.17,1457567816.2
107,141,221,27,11,1,181.411804199,79.1619567871,1457567816.24,1457567816.26
109,144,225,28,12,1,182.764724731,80.0260543823,1457567816.3,1457567816.33
108,148,226,30,13,1,185.467941284,80.7772750854,1457567816.37,1457567816.39
107,152,228,31,14,1,188.235794067,81.2014770508,1457567816.43,1457567816.46
109,152,231,30,15,1,189.337524414,81.2931671143,1457567816.5,1457567816.53
110,153,231,32,16,1,190.901977539,81.6069869995,1457567816.57,1457567816.59
107,156,229,34,17,1,191.09942627,82.213218689,1457567816.63,1457567816.65
111,155,231,35,18,1,190.646255493,83.0542221069,1457567816.7,1457567816.72
110,157,228,39,19,1,189.995300293,84.2763442993,1457567816.76,1457567816.79
110,156,227,39,20,1,189.629165649,84.7751159668,1457567816.83,1457567816.85
111,154,227,38,21,1,189.120437622,84.976234436,1457567816.9,1457567816.92
112,153,225,40,22,1,188.766967773,85.0232925415,1457567816.97,1457567816.99
111,154,223,42,23,1,186.77961731,84.9149627686,1457567817.04,1457567817.06
107,152,218,41,24,1,183.813964844,84.686668396,1457567817.1,1457567817.12
108,152,218,42,25,1,182.277954102,84.7167282104,1457567817.17,1457567817.19
108,147,215,40,26,1,179.43737793,84.5661849976,1457567817.23,1457567817.25
108,146,214,40,27,1,178.187866211,84.1758956909,1457567817.29,1457567817.31
109,142,214,37,28,1,175.921691895,83.1903686523,1457567817.36,1457567817.39
107,142,211,38,29,1,174.807998657,82.6281967163,1457567817.43,1457567817.46
108,139,212,35,30,1,172.619674683,81.4817123413,1457567817.51,1457567817.53
106,137,209,34,31,1,170.337554932,81.0197219849,1457567817.58,1457567817.61
108,133,208,33,32,1,168.07572937,81.0604324341,1457567817.65,1457567817.68
109,131,206,34,33,1,166.334411621,81.3949356079,1457567817.74,1457567817.76
109,130,206,33,34,1,165.777389526,81.7913131714,1457567817.81,1457567817.83
111,129,207,33,35,1,165.059707642,84.0943603516,1457567817.87,1457567817.9
117,126,211,32,36,1,164.858596802,84.9781494141,1457567817.99,1457567818.02
117,126,211,32,37,1,165.41305542,85.1385421753,1457567818.07,1457567818.11
110,131,207,34,38,1,166.381088257,83.9161453247,1457567818.17,1457567818.2
110,129,211,28,39,1,167.380691528,81.6703414917,1457567818.26,1457567818.29
105,132,211,26,40,1,169.212646484,79.1251831055,1457567818.35,1457567818.38
106,132,211,27,41,1,169.661941528,78.9242248535,1457567818.44,1457567818.47
105,134,211,28,42,1,170.67225647,78.8160476685,1457567818.54,1457567818.56
104,136,211,29,43,1,170.887191772,78.4929733276,1457567818.6,1457567818.63
105,134,213,26,44,1,170.835754395,77.6443099976,1457567818.68,1457567818.7
105,134,213,26,45,1,170.684188843,77.1343307495,1457567818.76,1457567818.78
101,134,209,26,46,1,170.233703613,76.1397094727,1457567818.83,1457567818.86
104,132,212,24,47,1,169.658920288,75.1358413696,1457567818.9,1457567818.93
101,129,210,20,48,1,167.507919312,73.3686294556,1457567818.98,1457567819.0
103,125,211,17,49,1,166.04624939,73.2031784058,1457567819.05,1457567819.08
105,119,208,16,50,1,162.431991577,73.9508972168,1457567819.12,1457567819.15
105,121,208,18,51,1,161.474151611,74.2824020386,1457567819.2,1457567819.22
107,118,207,18,52,1,160.309494019,74.5082931519,1457567819.28,1457567819.31
106,119,208,17,53,1,159.729019165,73.3995437622,1457567819.36,1457567819.38
100,120,203,17,54,1,159.786605835,72.7647171021,1457567819.42,1457567819.45
100,120,202,18,55,1,160.222915649,72.6349563599,1457567819.5,1457567819.52
