ax,ay,az,gx,gy,gyax,gz,time_diff,timestamp,gz_raw,theta
-12308.0,1322.0,7902.0,-11.0,29.0,,0.0878048780488,0.107048034668,1457571862.27,-14.0,1.38802244896
-12990.0,722.0,7632.0,-27.0,10.0,,0.0878048780488,0.10280585289,1457571862.37,-11.0,1.39704930433
-13162.0,966.0,7498.0,-32.0,12.0,,-0.0341463414634,0.101489067078,1457571862.47,-19.0,1.39977218174
-13358.0,980.0,7410.0,-29.0,17.0,,-0.0951219512195,0.104370117188,1457571862.58,-16.0,1.39302630832
-13276.0,890.0,7424.0,-29.0,18.0,,-0.0951219512195,0.100668907166,1457571862.68,-17.0,1.38345048544
-13294.0,904.0,7454.0,-28.0,17.0,,-0.0951219512195,0.10254406929,1457571862.78,-17.0,1.37369629348
-13242.0,952.0,7426.0,-29.0,17.0,,-0.0951219512195,0.104708909988,1457571862.88,-18.0,1.36373617765
-13302.0,914.0,7388.0,-30.0,15.0,,-0.156097560976,0.100475072861,1457571862.98,-17.0,1.35111552826
-13292.0,916.0,7462.0,-30.0,18.0,,-0.156097560976,0.109858989716,1457571863.09,-18.0,1.33396680791
-13284.0,896.0,7418.0,-30.0,17.0,,-0.156097560976,0.0994629859924,1457571863.19,-18.0,1.31844087839
