faceBottom,faceLeft,faceRight,faceTop,frameIndex,isFrontFace,noseX,noseY,time,timestamp
98,144,210,32,5,1,176.0,74.6666641235,1457569872.39,1457569872.67
103,140,215,28,6,1,176.526855469,74.908996582,1457569872.73,1457569872.75
101,141,213,29,7,1,176.632858276,75.2431335449,1457569872.8,1457569872.83
100,141,212,29,8,1,176.468887329,75.2486343384,1457569872.87,1457569872.89
102,140,212,30,9,1,176.170974731,75.0687026978,1457569872.94,1457569872.96
99,143,210,32,10,1,176.315505981,75.0200195312,1457569873.0,1457569873.02
100,142,210,32,11,1,176.426635742,75.0716934204,1457569873.07,1457569873.09
100,142,211,31,12,1,176.478164673,75.0887832642,1457569873.14,1457569873.17
100,142,211,31,13,1,176.460678101,75.1034927368,1457569873.21,1457569873.23
99,143,211,31,14,1,176.53364563,75.1156997681,1457569873.28,1457569873.3
99,143,211,31,15,1,176.617324829,75.2100906372,1457569873.35,1457569873.37
101,141,213,29,16,1,176.645065308,75.3929977417,1457569873.42,1457569873.44
101,142,212,31,17,1,176.431335449,75.3666687012,1457569873.49,1457569873.51
99,141,210,30,18,1,176.166397095,75.3883972168,1457569873.55,1457569873.57
101,139,211,29,19,1,175.633041382,75.2096557617,1457569873.62,1457569873.64
101,140,211,30,20,1,175.476928711,75.222869873,1457569873.72,1457569873.75
100,140,210,30,21,1,175.079040527,75.2407302856,1457569873.79,1457569873.82
103,139,213,29,22,1,175.034179688,75.2553634644,1457569873.86,1457569873.88
102,138,212,28,23,1,175.010375977,75.241027832,1457569873.93,1457569873.95
100,140,210,30,24,1,174.878494263,75.1566772461,1457569873.99,1457569874.02
100,139,210,29,25,1,174.624633789,75.0569992065,1457569874.06,1457569874.09
98,141,208,31,26,1,174.635620117,74.9026260376,1457569874.13,1457569874.15
100,140,210,30,27,1,174.899429321,74.8727340698,1457569874.2,1457569874.23
100,140,210,30,28,1,175.570877075,74.8315200806,1457569874.27,1457569874.29
99,141,210,30,29,1,175.949874878,74.79322052,1457569874.34,1457569874.36
97,145,209,33,30,1,176.568969727,74.7650375366,1457569874.4,1457569874.42
102,141,216,27,31,1,176.790512085,74.7083969116,1457569874.47,1457569874.49
102,141,215,28,32,1,176.965820312,74.6428833008,1457569874.54,1457569874.56
101,142,215,28,33,1,176.966018677,74.6219787598,1457569874.6,1457569874.63
101,141,215,27,34,1,176.882369995,74.6104125977,1457569874.68,1457569874.7
100,142,214,28,35,1,176.553695679,74.5637130737,1457569874.75,1457569874.77
